# Id ,ECD(um) ,C  ,O  ,Na ,Mg ,Al ,Si ,P  ,S  ,Cl ,K  ,Ca ,Mn ,Fe ,Sc ,Ti ,Co 
17670,1.006205281,85.25859943,14.61905765,0,0,0,0,0,0,0,0,0,0,0,0,0.122342913,0
17697,1.158229259,83.61514899,16.27008156,0,0,0,0,0,0,0,0,0,0,0,0,0.114769444,0
17722,1.691203305,83.55335901,16.34670899,0,0,0,0,0,0,0,0,0,0,0,0,0.099932,0
17733,1.04325584,84.69271572,14.98002475,0.327259525,0,0,0,0,0,0,0,0,0,0,0,0,0
17763,1.368587146,76.68780066,21.81062841,0,0,0.254241695,0.997194019,0,0,0,0,0,0,0.155068321,0,0.095066887,0
17802,2.805671311,83.17633119,16.73160872,0,0,0,0,0,0,0,0,0,0,0,0,0.092060095,0
18320,4.065492718,75.08075893,22.19930778,0,0.095135766,1.067168909,1.246283129,0,0,0,0.101955913,0,0,0.150781291,0,0.058608278,0
18325,1.311931178,85.42774147,14.41216688,0,0,0,0.059227842,0,0,0,0,0,0,0,0,0.100863799,0
18842,1.006205281,85.67122072,14.23332733,0,0,0,0,0,0,0,0,0,0,0,0,0.095451953,0
18900,1.079034952,84.35828055,15.51855381,0,0,0,0,0,0,0,0,0,0,0,0,0.123165639,0
19017,1.006205281,85.40661742,14.43039259,0,0,0,0,0,0,0,0,0,0,0,0,0.162989991,0
19060,1.090700534,86.28047293,13.59364117,0,0,0,0,0,0,0,0,0,0,0,0,0.125885901,0
19136,1.018705205,86.02661393,13.76930813,0,0,0,0.06377594,0,0,0,0,0,0,0,0,0.140301997,0
19175,1.882437712,81.11098661,17.46680704,0,0.060329092,0.572109962,0.597946972,0,0,0,0.04289828,0,0,0.061781647,0,0.087140391,0
19191,1.055317002,85.21546388,14.70427355,0,0,0,0,0,0,0,0,0,0,0,0,0.08026257,0
19224,1.136165728,99.83672185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163278154,0
19283,1.113665169,85.24263693,14.62609085,0,0,0,0,0,0,0,0,0,0,0,0,0.131272219,0
19295,1.067241867,84.80378803,15.07840333,0,0,0,0,0,0,0,0,0,0,0,0,0.117808643,0
19312,1.04325584,86.347769,13.4793003,0,0,0,0.071998359,0,0,0,0,0,0,0,0,0.100932335,0
19370,1.079034952,85.23171486,14.67163142,0,0,0,0,0,0,0,0,0,0,0,0,0.096653715,0
19430,1.414067505,86.29291082,13.61240684,0,0,0,0,0,0,0,0,0,0,0,0,0.094682342,0
19501,1.440666717,87.27305531,12.58482764,0,0,0,0,0,0,0,0,0,0,0,0,0.14211705,0
19509,1.031053598,85.82044885,14.05229132,0,0,0,0,0,0,0,0,0,0,0,0,0.127259824,0
19529,1.302248897,99.86451479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135485205,0
19543,1.055317002,99.76806847,0,0,0,0,0,0,0,0,0,0,0,0.066262589,0,0.165668936,0
19570,1.006205281,86.68401593,13.07819565,0.168055618,0,0,0.069732802,0,0,0,0,0,0,0,0,0,0
19658,1.055317002,85.11566104,14.77810824,0,0,0,0,0,0,0,0,0,0,0,0,0.106230717,0
19707,1.067241867,85.0198508,14.9801492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19730,1.190558145,86.45319401,13.37800599,0,0,0,0,0,0,0,0,0,0,0,0,0.168799999,0
19748,1.158229259,87.21633357,12.45019263,0,0,0,0.060944375,0.154886507,0,0,0,0,0,0,0,0.117642909,0
19818,1.031053598,84.3937662,15.4924269,0,0,0,0,0,0,0,0,0,0,0,0,0.113806896,0
20307,1.04325584,87.45585118,12.37548103,0,0,0,0,0,0,0,0,0,0,0,0,0.168667785,0
20311,1.201141092,99.85486343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145136567,0
20336,1.179880277,84.65194169,15.34805831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20485,1.04325584,86.72061268,13.14778088,0,0,0,0,0,0,0,0,0,0,0,0,0.131606442,0
20535,1.055317002,86.87295757,12.93810052,0,0,0,0.069068981,0,0,0,0,0,0,0,0,0.119872921,0
20680,1.252715473,85.57737628,14.28532636,0,0,0,0,0,0,0,0,0,0,0,0,0.137297352,0
20686,1.031053598,85.12977616,14.75550199,0,0,0,0,0,0,0,0,0,0,0,0,0.114721856,0
20707,1.006205281,99.55671566,0,0,0,0,0.111124189,0,0.16050755,0,0,0,0,0,0,0.171652598,0
20896,1.292494086,85.21519621,14.67830617,0,0,0,0,0,0,0,0,0,0,0,0,0.106497618,0
20908,1.067241867,84.48502533,15.41268539,0,0,0,0,0,0,0,0,0,0,0,0,0.102289279,0
20929,1.331084471,84.04197424,15.87660325,0,0,0,0,0,0,0,0,0,0,0,0,0.081422513,0
20944,1.147250534,85.827196,14.03693965,0,0,0,0,0,0,0,0,0,0,0,0,0.135864353,0
20953,1.349966045,85.62856521,14.24706354,0,0,0,0,0,0,0,0,0,0,0,0,0.124371249,0
20985,1.252715473,85.57447192,14.31711214,0,0,0,0,0,0,0,0,0,0,0,0,0.10841594,0
21019,1.113665169,86.08123819,13.70574024,0,0,0,0.069513039,0,0,0,0,0,0,0,0,0.143508532,0
21067,1.006205281,86.14350962,13.76791076,0,0,0,0,0,0,0,0,0,0,0,0,0.088579621,0
21119,1.006205281,86.50202193,13.29590172,0,0,0,0.089463632,0,0,0,0,0,0,0,0,0.112612721,0
21125,1.090700534,84.57757505,15.32075986,0,0,0,0,0,0,0,0,0,0,0,0,0.101665098,0
21207,1.147250534,85.5329879,14.25700793,0,0,0,0.066920052,0,0,0,0,0,0,0,0,0.143084111,0
21210,1.201141092,84.73112541,15.12921713,0,0,0,0,0,0,0,0,0,0,0,0,0.139657461,0
21216,1.698670022,86.01461175,13.86104872,0,0,0,0,0,0,0,0,0,0,0,0,0.124339531,0
21220,1.706104062,99.81572151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184278486,0
21224,1.079034952,87.62111846,12.2008934,0,0,0,0.063396758,0,0,0,0,0,0,0,0,0.114591383,0
21256,1.136165728,85.57251199,14.32087305,0,0,0,0,0,0,0,0,0,0,0,0,0.106614962,0
21353,1.079034952,99.91112808,0,0,0,0,0.088871921,0,0,0,0,0,0,0,0,0,0
21377,1.321542524,86.71978531,13.12332764,0,0,0,0.049988526,0,0,0,0,0,0,0,0,0.106898529,0
21472,1.018705205,84.70072457,15.29927543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21542,1.368587146,85.85087052,14.03106328,0,0,0,0,0,0,0,0,0,0,0,0,0.118066204,0
21677,1.090700534,86.01162387,13.80048145,0,0,0,0.077824689,0,0,0,0,0,0,0,0,0.110069985,0
21707,1.368587146,84.45641962,15.45339845,0,0,0,0,0,0,0,0,0,0,0,0,0.090181927,0
21741,1.067241867,86.34209567,13.50148905,0,0,0,0.077291567,0,0,0,0,0,0,0,0,0.07912371,0
21814,1.04325584,85.88481394,13.81181157,0,0,0,0.085265162,0,0.098285537,0,0,0,0,0,0,0.119823796,0
21839,1.006205281,83.4279792,15.51338641,0.670694559,0.067796515,0,0.06675541,0,0.121287684,0,0,0,0,0,0,0.132100231,0
21859,1.661000816,83.71155937,15.84678319,0,0,0,0.15731662,0,0,0,0,0.166680418,0,0,0,0.117660402,0
21935,1.113665169,85.97625455,13.8999241,0,0,0,0,0,0,0,0,0,0,0,0,0.123821354,0
21944,1.006205281,87.16383985,12.60400857,0,0,0,0.086633819,0,0,0,0,0,0,0,0,0.145517761,0
21961,1.113665169,84.14908673,15.66367081,0,0,0,0.066281946,0,0,0,0,0,0,0,0,0.120960508,0
21996,1.201141092,99.87644325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123556751,0
22006,1.136165728,85.45136428,14.42496945,0,0,0,0,0,0,0,0,0,0,0,0,0.123666272,0
22016,1.368587146,85.80810917,14.09150686,0,0,0,0,0,0,0,0,0,0,0,0,0.100383973,0
22033,1.113665169,87.54970632,12.24766693,0,0,0,0.068550772,0,0,0,0,0,0,0,0,0.134075979,0
22047,1.211631606,99.87786327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122136731,0
22062,1.875702672,99.85660545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143394554,0
22071,1.252715473,86.82944422,13.0027964,0,0,0,0.075825911,0,0,0,0,0,0,0,0,0.091933467,0
22541,1.04325584,86.09917002,13.76616918,0,0,0,0,0,0,0,0,0,0,0,0,0.1346608,0
22567,1.377803325,85.08885172,14.79760935,0,0,0,0,0,0,0,0,0,0,0,0,0.113538927,0
22574,1.431855217,99.84976947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150230528,0
22587,1.232344758,87.27049371,12.53209061,0,0,0,0.079584494,0,0,0,0,0,0,0,0,0.117831189,0
22595,1.090700534,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22690,1.090700534,86.6163863,13.18948843,0,0,0,0.05931952,0,0,0,0,0,0,0,0,0.134805749,0
22697,1.018705205,81.01458688,17.91895217,0.256217711,0,0.205678087,0.455371139,0,0,0,0,0.03863518,0,0,0,0.110558832,0
22698,1.232344758,86.56760128,13.2460203,0,0,0,0.07270701,0,0,0,0,0,0,0,0,0.113671418,0
22752,1.252715473,79.41580598,19.23257047,0,0,0,0,0,0.595702232,0,0,0.632081041,0,0,0,0.123840283,0
22758,1.222032068,85.35499981,14.55055122,0,0,0,0,0,0,0,0,0,0,0,0,0.094448977,0
22766,1.377803325,84.53346928,15.35862448,0,0,0,0,0,0,0,0,0,0,0,0,0.107906245,0
23034,1.405089208,80.83935512,18.39517238,0.188641547,0.102741,0,0.22527876,0,0,0,0,0.069424149,0,0.102867189,0,0.076519864,0
23048,4.260064501,75.00153977,22.15707928,0,0.318249792,0.781261247,1.210974266,0,0,0,0.115313491,0.026951468,0,0.324198167,0,0.064432524,0
23052,2.062107196,84.64950333,15.1653856,0,0,0,0.080171659,0,0,0,0,0,0,0,0,0.104939406,0
23053,1.055317002,86.02894875,13.86016942,0,0,0,0,0,0,0,0,0,0,0,0,0.110881822,0
23114,1.44942465,85.03721062,14.85590637,0,0,0,0,0,0,0,0,0,0,0,0,0.106883007,0
23162,1.764449173,80.55634607,18.53225715,0,0,0.05571835,0.147181757,0,0.264185608,0,0,0.320459599,0,0,0,0.123851461,0
23164,2.283443168,73.1097655,23.62653582,0.61381265,0,0.831929096,1.52975893,0,0,0,0.028148358,0.164074364,0,0.046826751,0,0.04914853,0
23211,1.500899456,80.50695371,18.19613288,0.123157955,0.214925221,0.231740196,0.500668576,0,0,0,0.030127031,0,0,0.118419101,0,0.077875331,0
23297,2.012410563,83.10070837,16.76927403,0,0,0,0,0,0,0,0,0,0,0,0,0.130017605,0
23419,1.44942465,87.64921558,12.26916519,0,0,0,0.081619225,0,0,0,0,0,0,0,0,0,0
23424,1.079034952,85.23532714,14.65771034,0,0,0,0,0,0,0,0,0,0,0,0,0.106962519,0
23442,1.598885205,85.38073094,14.52095272,0,0,0,0,0,0,0,0,0,0,0,0,0.098316348,0
23481,1.018705205,85.19790344,14.70167573,0,0,0,0,0,0,0,0,0,0,0,0,0.100420829,0
23485,1.201141092,78.34949595,20.26026809,0,0,0,1.302255444,0,0,0,0,0,0,0,0,0.087980521,0
23517,1.282665091,85.17300227,14.64627842,0,0,0,0.089112803,0,0,0,0,0,0,0,0,0.091606507,0
23524,1.292494086,86.02133063,13.86497313,0,0,0,0,0,0,0,0,0,0,0,0,0.113696239,0
23556,1.018705205,85.38891431,14.40949692,0,0,0,0.096518474,0,0,0,0,0,0,0,0,0.10507029,0
23579,1.079034952,99.69000406,0,0,0,0,0.102765579,0,0,0,0,0,0,0,0,0.207230363,0
23596,1.292494086,85.92603622,13.94229491,0,0,0,0,0,0,0,0,0,0,0,0,0.131668876,0
23650,1.440666717,77.49182445,20.9083182,0,0,0,1.531206636,0,0,0,0,0,0,0,0,0.068650715,0
23683,6.513187849,74.89426904,21.65212315,0.07551759,0.322193466,1.040982312,1.477379876,0,0,0,0.222766386,0,0,0.269026367,0,0.045741816,0
23701,1.031053598,85.22981615,14.6238024,0,0,0,0,0,0,0,0,0,0,0,0,0.14638145,0
23977,1.136165728,85.33901011,14.50736279,0,0,0,0,0,0,0,0,0,0,0,0,0.1536271,0
24122,1.147250534,85.1319509,14.8680491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24210,1.377803325,85.08615695,14.43806948,0.377880399,0,0,0,0,0,0,0,0,0,0,0,0.097893163,0
24233,1.136165728,85.42887814,14.14170446,0.340647375,0,0,0,0,0,0,0,0,0,0,0,0.088770021,0
24257,1.262777606,84.57801715,15.24519403,0,0,0,0.069798635,0,0,0,0,0,0,0,0,0.106990185,0
24276,1.169104889,85.96272885,13.91784016,0,0,0,0,0,0,0,0,0,0,0,0,0.119430997,0
24279,1.169104889,85.02189238,14.75936486,0,0,0,0.059484971,0,0,0.076324008,0,0,0,0,0,0.082933781,0
24347,1.113665169,99.81813978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181860219,0
24399,1.349966045,87.34295,12.41739588,0,0,0,0.064305328,0.175348791,0,0,0,0,0,0,0,0,0
24410,1.006205281,85.07389363,14.79750478,0,0,0,0,0,0,0,0,0,0,0,0,0.128601588,0
24451,3.834817169,65.43394982,28.86531673,0,0.098368018,2.679596434,2.51449347,0,0,0,0.084904271,0.073090464,0,0.164969087,0.022025688,0.063286018,0
24481,1.422989155,81.59953747,17.71221905,0,0,0.215584735,0.259495044,0,0,0,0,0,0,0.115518629,0,0.097645075,0
24541,1.018705205,99.63861468,0,0,0,0,0.161496342,0,0,0,0,0,0,0,0,0.19988898,0
24664,7.745166706,63.25775686,31.28525931,0,0,0.342793128,4.970759018,0,0,0,0.020320422,0,0,0.123111263,0,0,0
24682,1.414067505,86.86374678,13.01477143,0,0,0,0,0,0,0,0,0,0,0,0,0.121481782,0
24795,1.179880277,86.80007995,13.19992005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25195,1.079034952,85.63998379,14.18723447,0,0,0,0.065422076,0,0,0,0,0,0,0,0,0.107359664,0
25291,1.311931178,85.529477,14.34855587,0,0,0,0,0,0,0,0,0,0,0,0,0.121967121,0
25355,1.980717077,85.24250679,14.61720381,0,0,0,0,0,0,0,0,0,0,0,0,0.1402894,0
25361,1.683703475,84.74975647,15.09509744,0,0,0,0,0,0,0,0,0,0,0,0,0.155146088,0
25374,1.031053598,85.0834302,14.78026921,0,0,0,0,0,0,0,0,0,0,0,0,0.136300594,0
25480,1.067241867,83.64405712,16.24457649,0,0,0,0,0,0,0,0,0,0,0,0,0.111366384,0
25531,1.136165728,85.38684639,14.50756659,0,0,0,0,0,0,0,0,0,0,0,0,0.105587016,0
25579,1.04325584,87.4724311,12.34276048,0,0,0,0.069260405,0,0,0,0,0,0,0,0,0.115548023,0
25599,1.974317328,84.02122315,15.86873035,0,0,0,0,0,0,0,0,0,0,0,0,0.1100465,0
25600,1.124971704,84.89276359,15.01774139,0,0,0,0,0,0,0,0,0,0,0,0,0.089495011,0
25895,9.440382897,55.36099792,30.84698749,0.177222595,2.326702728,0.745153714,5.974667455,0,0,0,0,2.8198946,0.055381166,1.318370447,0.374621889,0,0
25901,1.282665091,85.89570659,13.87778956,0,0,0,0.078438679,0,0,0,0,0,0,0,0,0.148065173,0
25924,1.396053171,84.46166183,15.38111198,0,0,0,0,0,0,0,0,0,0,0,0,0.157226191,0
25945,1.147250534,85.33948524,14.55767226,0,0,0,0,0,0,0,0,0,0,0,0,0.1028425,0
25966,1.232344758,86.49414463,13.36614181,0,0,0,0,0,0,0,0,0,0,0,0,0.13971356,0
25992,1.302248897,84.52939684,15.38242414,0,0,0,0,0,0,0,0,0,0,0,0,0.088179019,0
26016,1.169104889,85.53169655,14.27119528,0,0,0,0.09594528,0,0,0,0,0,0,0,0,0.101162894,0
26057,1.792909867,84.78348886,14.9726886,0,0,0,0.107993164,0,0,0,0,0,0,0,0,0.135829376,0
26064,1.475386558,83.51963498,15.93167779,0,0,0,0.449258085,0,0,0,0,0,0,0,0,0.099429149,0
26089,1.868943361,81.28872554,18.24290915,0,0,0,0.468365316,0,0,0,0,0,0,0,0,0,0
26213,1.067241867,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26225,1.179880277,84.73496105,15.06437214,0,0,0,0.077037733,0,0,0,0,0,0,0,0,0.123629076,0
26246,1.340558502,84.92952916,14.85959544,0.12174011,0,0,0,0,0,0,0,0,0,0,0,0.089135291,0
26258,1.201141092,86.26390651,13.51632653,0,0,0,0.079687423,0,0,0,0,0,0,0,0,0.140079541,0
26266,6.064421853,65.76113619,28.41539934,0,1.456280293,1.520081884,1.579987478,0,0,0,0.047543384,0,0,1.219571424,0,0,0
26293,1.067241867,86.61266794,13.28701406,0,0,0,0.100317999,0,0,0,0,0,0,0,0,0,0
26299,1.262777606,83.2996193,16.14053629,0,0,0,0.460352458,0,0,0,0,0,0,0,0,0.099491948,0
26323,1.954992387,84.85927727,15.02491233,0,0,0,0,0,0,0,0,0,0,0,0,0.115810399,0
26330,1.113665169,83.97888144,15.93125224,0,0,0,0,0,0,0,0,0,0,0,0,0.089866322,0
26392,2.604497794,76.73734807,20.48512796,0.096424196,0.094925065,0.700830655,1.457596514,0,0,0,0.206241721,0,0,0.117185196,0.045784181,0.058536434,0
26865,1.090700534,85.98490789,13.86606212,0,0,0,0,0,0,0,0,0,0,0,0,0.149029982,0
26906,1.04325584,86.58696664,13.22375315,0,0,0,0.090423727,0,0,0,0,0,0,0,0,0.098856487,0
26916,1.031053598,86.37451971,13.49835626,0,0,0,0,0,0,0,0,0,0,0,0,0.127124021,0
27487,1.211631606,85.25064863,14.62924306,0,0,0,0,0,0,0,0,0,0,0,0,0.120108311,0
27542,11.51984208,64.18901127,29.23076023,0.134209858,0.094753864,1.379280444,4.209616822,0,0,0,0.358782008,0.046479585,0.057175204,0.24246986,0,0.057460849,0
27606,1.147250534,84.6356057,15.19498269,0,0,0,0,0,0,0,0,0,0,0,0,0.16941161,0
27640,2.619034639,83.94511639,15.88357596,0,0,0,0.062333742,0,0,0,0,0,0,0,0,0.108973908,0
27642,1.211631606,84.5556553,15.31595276,0,0,0,0,0,0,0,0,0,0,0,0,0.128391936,0
27708,1.637983526,84.99989217,14.77044831,0,0,0,0.082660199,0,0,0,0,0,0,0,0,0.146999312,0
27743,1.252715473,85.29066835,14.5987426,0,0,0,0,0,0,0,0,0,0,0,0,0.110589052,0
27747,2.623862356,85.7099004,13.90733894,0,0,0,0.070953448,0.164733219,0,0,0,0,0,0,0,0.147073994,0
27749,1.201141092,83.40993377,16.47599878,0,0,0,0,0,0,0,0,0,0,0,0,0.114067449,0
27765,4.454660676,70.23720128,26.34993511,0,0.243054292,1.25664081,1.468607564,0,0,0,0.162352423,0,0,0.21099775,0,0.071210776,0
27770,1.252715473,87.71655309,12.0663675,0,0,0,0.104369875,0,0,0,0,0,0,0,0,0.112709541,0
89238,3.299064638,76.45054809,21.5994512,0.069341151,0.057469414,0.195975078,1.399047073,0,0,0,0.021323465,0.06397003,0,0.076120752,0,0.066753744,0
86388,1.124971704,85.69988322,13.85422566,0,0,0,0.097922571,0,0.165974213,0,0,0,0,0,0.18199433,0,0
86468,1.090700534,84.54520797,15.34016917,0,0,0,0,0,0,0,0,0,0,0,0.11462286,0,0
86563,1.10224266,85.28140513,14.59092379,0,0,0,0,0,0,0,0,0,0,0,0.127671085,0,0
86645,1.252715473,84.39023386,15.46430841,0,0,0,0,0,0,0,0,0,0,0,0.145457724,0,0
86755,1.10224266,84.95010473,14.96461187,0,0,0,0,0,0,0,0,0,0,0,0.085283403,0,0
86784,1.252715473,84.74733957,15.06165031,0,0,0,0,0,0,0,0,0,0,0,0.191010123,0,0
86794,1.190558145,84.36013303,15.50767843,0,0,0,0,0,0,0,0,0,0,0,0.13218854,0,0
86805,1.079034952,85.33116962,14.46575489,0,0,0,0.087293659,0,0,0,0,0,0,0,0.11578183,0,0
86806,1.067241867,84.53292383,15.31535862,0,0,0,0,0,0,0,0,0,0,0,0.151717553,0,0
86825,1.232344758,84.41862022,15.46826127,0,0,0,0,0,0,0,0,0,0,0,0.113118511,0,0
86839,1.999793444,86.51933923,13.27343973,0,0,0,0.068860834,0,0,0,0,0,0,0,0.138360207,0,0
86896,1.124971704,84.12347031,15.76986058,0,0,0,0,0,0,0,0,0,0,0,0.10666911,0,0
86961,7.704208371,71.27920372,24.30279606,0,0.068618821,0.796507559,3.119107347,0,0,0,0.076937713,0.045109921,0.240141132,0,0.071577729,0,0
86976,3.903505921,73.45064242,24.23954383,0,0,0.964389449,1.184701451,0,0,0,0,0,0.085507255,0.075215595,0,0,0
87011,2.980644322,71.48348979,25.52799973,0,0,1.04951217,1.466079561,0,0,0,0.064263683,0.027547479,0.284146436,0,0.096961156,0,0
87021,1.090700534,85.01653311,14.69880602,0,0,0,0.155792397,0,0,0,0,0,0,0,0.12886847,0,0
87041,1.179880277,84.2717723,15.4676768,0.153596855,0,0,0,0,0,0,0,0,0,0,0.106954041,0,0
87045,2.140404643,73.14950539,23.75721029,0.138050718,0.224589734,0.719008703,1.533655717,0,0,0,0.256687561,0,0.154779161,0,0.066512722,0,0
87060,1.311931178,82.32536235,17.05695164,0,0,0,0.473859633,0,0,0,0,0,0,0,0.143826386,0,0
87072,1.190558145,84.22421993,15.46070749,0.151889792,0,0,0.06413676,0,0,0,0,0,0,0,0.099046026,0,0
87075,3.877482258,67.97486739,26.97146513,0,0.83514515,1.258296611,1.333489731,0,0,0,0.03209974,0,1.49718089,0,0.09745536,0,0
87076,1.169104889,84.24115409,15.64817309,0,0,0,0,0,0,0,0,0,0,0,0.110672819,0,0
87095,1.993454939,84.77772654,14.78711623,0,0,0,0.228162002,0,0,0,0,0.076586428,0,0,0.130408803,0,0
87120,1.262777606,75.23988049,23.22737701,0,0,0,0.094741588,0,0,0,0,1.217487555,0.097896232,0,0.122617129,0,0
87158,1.201141092,85.80723438,14.00497251,0,0,0,0.079597179,0,0,0,0,0,0,0,0.108195931,0,0
87187,1.055317002,84.19186361,15.80813639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87199,2.885722368,77.13410277,20.88039028,0,0.055422678,0.809799468,0.862265641,0,0,0,0.034788747,0.075633701,0.050091783,0,0.097504935,0,0
87229,1.598885205,83.64186905,15.50321695,0,0,0.155449733,0.490001614,0,0,0,0.039512731,0,0.071739588,0,0.098210335,0,0
87236,2.03741041,85.1157416,14.74287934,0,0,0,0,0,0,0,0,0,0,0,0.141379061,0,0
87332,13.1164175,83.76281662,16.090849,0,0,0,0.057871651,0,0,0,0,0,0,0,0.088462734,0,0
87350,1.201141092,84.63416512,15.27569597,0,0,0,0,0,0,0,0,0,0,0,0.090138912,0,0
87371,1.645691726,85.02193885,14.84896096,0,0,0,0,0,0,0,0,0,0,0,0.129100184,0,0
87410,2.012410563,83.00763587,16.8633323,0,0,0,0,0,0,0,0,0,0,0,0.129031831,0,0
87412,3.264356973,83.51497908,16.37497875,0,0,0,0,0,0,0,0,0,0,0,0.110042174,0,0
87424,1.252715473,85.67404531,14.18000224,0,0,0,0,0,0,0,0,0,0,0,0.145952442,0,0
87490,2.485143722,84.39533857,15.46782709,0,0,0,0,0,0,0,0,0,0,0,0.136834346,0,0
87534,13.65717502,64.5017986,29.42518248,0,0.59624734,1.518885318,2.796856751,0,0,0,0.301010676,0.058810899,0.68689273,0.044302012,0.070013186,0,0
87537,1.10224266,83.95490377,15.75625028,0,0,0,0.143012084,0,0,0,0,0,0,0,0.145833862,0,0
87553,6.485927751,68.03494957,27.00695977,0,0.315341652,1.129560206,2.280068052,0.167152834,0,0.044944206,0.38359507,0.155349665,0.326771253,0.09009269,0.065215034,0,0
87562,1.500899456,76.91064147,21.19187351,0,0.113009726,0.342637129,0.644594743,0,0,0,0.030919783,0,0.585355598,0.073464638,0.107503396,0,0
87579,1.431855217,84.32887914,15.5621425,0,0,0,0,0,0,0,0,0,0,0,0.108978359,0,0
87611,1.055317002,83.70149214,16.04993756,0,0,0,0.092970979,0,0,0,0,0,0,0,0.155599324,0,0
87618,2.181401068,80.0982334,19.04095785,0.743520716,0,0,0,0,0,0,0,0,0,0,0.117288036,0,0
87654,1.055317002,85.5088843,14.33470617,0,0,0,0,0,0,0,0,0,0,0,0.156409537,0,0
87668,1.242571861,85.94191286,13.8151548,0,0,0,0.106885413,0,0,0,0,0,0,0,0.136046931,0,0
87679,1.396053171,84.57317143,15.29603798,0,0,0,0,0,0,0,0,0,0,0,0.130790593,0,0
87686,1.124971704,84.39699787,15.18951897,0,0,0,0.112645382,0,0.147012771,0,0,0.034066682,0,0,0.119758331,0,0
87707,1.147250534,85.63375335,14.18255509,0,0,0,0.068314474,0,0,0,0,0,0,0,0.115377085,0,0
87724,1.321542524,81.73935798,17.09814507,0,0.100390566,0.256112607,0.490573847,0,0,0,0.06323188,0,0.143807641,0,0.108380406,0,0
87809,1.222032068,84.44585337,15.44420382,0,0,0,0,0,0,0,0,0,0,0,0.10994281,0,0
87824,1.10224266,83.54120146,15.80721303,0.536024776,0,0,0,0,0,0,0,0,0,0,0.115560738,0,0
87842,1.94200226,75.92293705,22.27505706,0,0,0,1.731427473,0,0,0,0,0,0,0,0.070578413,0,0
87920,1.018705205,79.55225311,18.88190447,0,0.219601664,0,0.557096505,0,0,0,0,0.439659744,0.25413233,0,0.095352178,0,0
87924,2.628681208,85.68237286,14.09763813,0,0,0,0.09700077,0,0,0,0,0,0,0,0.122988247,0,0
87930,2.469818948,99.75530638,0,0,0,0,0.093428377,0,0,0,0,0,0,0,0.15126524,0,0
87958,1.483939596,86.71363157,13.01816428,0,0,0,0.112599962,0,0,0,0,0,0,0,0.155604182,0,0
88046,1.806972121,99.60409476,0,0,0,0.221188071,0,0,0,0,0,0,0,0,0.174717167,0,0
88122,1.124971704,86.84843289,12.93298289,0,0,0,0.119862206,0,0,0,0,0,0,0,0.09872201,0,0
88139,1.04325584,99.65156977,0,0,0,0,0.120221822,0,0,0,0,0,0,0,0.228208412,0,0
88140,2.074345328,76.87923043,21.46164321,0,0.05375913,0.608866543,0.793739711,0,0,0,0,0,0.117000964,0,0.085760015,0,0
88207,1.222032068,79.55212992,19.22215673,0,0,0.424929811,0.626737354,0,0,0,0,0,0.1016135,0,0.072432686,0,0
88253,1.534256851,85.8943314,13.88350216,0,0,0,0.061356199,0,0,0,0,0,0,0,0.160810236,0,0
88285,2.407544582,84.21977867,15.58032735,0,0,0,0.089910461,0,0,0,0,0,0,0,0.109983522,0,0
88313,2.272331457,83.46749358,16.41832234,0,0,0,0,0,0,0,0,0,0,0,0.11418408,0,0
88323,5.086066623,67.95956937,26.43494918,0.135502065,0.40829556,1.257624703,2.971276729,0,0,0,0.219973483,0,0.612808913,0,0,0,0
88325,2.540543802,84.21562392,15.67214468,0,0,0,0,0,0,0,0,0,0,0,0.112231401,0,0
88355,1.396053171,84.95594898,14.8493757,0,0,0,0.076888326,0,0,0,0,0,0,0,0.117786995,0,0
88356,1.067241867,86.144406,13.73428984,0,0,0,0,0,0,0,0,0,0,0,0.121304159,0,0
88369,5.269384755,62.80660827,31.40896262,0,0.22195767,1.541747047,3.232908813,0,0,0,0.067703221,0.103864735,0.594279172,0.021968456,0,0,0
88376,1.10224266,84.42662025,15.4749677,0,0,0,0,0,0,0,0,0,0,0,0.098412046,0,0
88382,1.018705205,86.1371277,13.65736156,0,0,0,0.092147865,0,0,0,0,0,0,0,0.113362876,0,0
88414,1.483939596,82.71967133,17.15092797,0,0,0,0,0,0,0,0,0,0,0,0.1294007,0,0
88467,1.902499782,83.7029051,16.05393284,0,0,0.087081351,0.062731319,0,0,0,0,0,0,0,0.093349389,0,0
88497,1.242571861,84.32608958,15.58839582,0,0,0,0,0,0,0,0,0,0,0,0.085514604,0,0
