# Id ,ECD(um) ,C  ,O  ,Na ,Mg ,Al ,Si ,P  ,S  ,Cl ,K  ,Ca ,Mn ,Fe ,Sc ,Ti ,Co 
3667,1.136165728,85.15363857,14.70913007,0,0,0,0,0,0,0,0,0,0,0,0,0.13723136,0
3674,1.292494086,82.03177592,16.72773134,0,0,0.186976249,0.315137506,0,0,0.031306965,0,0,0.585041718,0,0,0.122030297,0
3835,1.079034952,99.80486566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195134344,0
3844,1.272760193,85.51172864,14.3873125,0,0,0,0,0,0,0,0,0,0,0,0,0.100958865,0
3851,1.542483488,99.80221529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197784714,0
4133,1.124971704,86.74739357,13.08193023,0,0,0,0,0,0,0,0,0,0,0,0,0.170676201,0
4234,1.006205281,99.81632887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183671127,0
4264,1.136165728,85.8190258,14.03227131,0,0,0,0,0,0,0,0,0,0,0,0,0.14870289,0
4266,1.079034952,99.86343378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136566223,0
4276,1.272760193,86.45171798,13.43495293,0,0,0,0,0,0,0,0,0,0,0,0,0.113329091,0
4483,1.158229259,85.54998213,14.30361933,0,0,0,0,0,0,0,0,0,0,0,0,0.14639854,0
4516,1.079034952,85.57542778,14.26806713,0,0,0,0,0,0,0,0,0,0,0,0,0.156505096,0
4520,1.006205281,85.74167911,14.16150577,0,0,0,0,0,0,0,0,0,0,0,0,0.096815118,0
8810,1.201141092,85.75679646,14.12821066,0,0,0,0,0,0,0,0,0,0,0,0,0.11499288,0
8813,1.04325584,86.1622937,13.72505248,0,0,0,0,0,0,0,0,0,0,0,0,0.112653817,0
8842,1.018705205,86.42851986,13.44333554,0,0,0,0,0,0,0,0,0,0,0,0,0.128144606,0
8853,1.04325584,99.84789859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152101408,0
8866,1.492443617,76.48343311,21.27395989,0.588756023,0,0.413220104,1.140576749,0,0,0,0,0,0,0,0,0.100054122,0
8943,1.252715473,86.24483467,13.58170827,0,0,0,0,0,0,0,0,0,0,0,0,0.173457065,0
8964,1.079034952,85.29948908,14.55019944,0,0,0,0.048181368,0,0,0,0,0,0,0,0,0.102130113,0
8972,1.405089208,99.80003978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199960223,0
8979,1.067241867,99.71007929,0,0,0,0,0.0950795,0,0,0,0,0,0,0,0,0.19484121,0
8984,1.10224266,99.86074264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139257357,0
9019,1.090700534,85.44176007,14.26331857,0,0,0.064824207,0.091007735,0,0,0,0,0,0,0,0,0.139089415,0
9022,4.374389945,79.45360469,18.68538301,0,0.048739158,0.621570159,0.853100719,0,0,0.161967549,0.029650381,0,0.072133501,0,0,0.073850827,0
9033,1.124971704,99.66465418,0,0,0,0,0.131978489,0,0,0,0,0,0,0,0,0.20336733,0
9168,1.018705205,85.6344944,14.19900522,0,0,0,0,0,0,0,0,0,0,0,0,0.166500374,0
9203,1.331084471,80.81884884,18.26495711,0,0,0.32891742,0.45279434,0,0,0,0,0,0.047452548,0,0,0.087029747,0
9245,1.396053171,84.38107861,15.52186833,0,0,0,0,0,0,0,0,0,0,0,0,0.097053066,0
9265,1.922352491,78.20641689,19.82068359,0,0.224454028,0.373489438,0.973054545,0,0,0.073515437,0.05385661,0,0.193021193,0,0,0.081508275,0
9274,1.868943361,84.99225359,14.76319763,0.139293404,0,0,0,0,0,0,0,0,0,0,0,0.105255373,0
9276,1.211631606,84.9286183,14.96866345,0,0,0,0,0,0,0,0,0,0,0,0,0.102718252,0
9280,1.158229259,84.38821082,15.54196944,0,0,0,0.069819736,0,0,0,0,0,0,0,0,0,0
9287,1.10224266,84.56730076,15.30792656,0,0,0,0,0,0,0,0,0,0,0,0,0.124772674,0
9332,1.302248897,84.39807681,15.51425365,0,0,0,0,0,0,0,0,0,0,0,0,0.087669541,0
9338,7.715698621,62.82780663,29.58569112,1.787941802,0.251450255,1.838560339,3.264030674,0,0,0.049822447,0.0707059,0,0.265133508,0,0,0.058857319,0
9349,2.375795352,78.79747812,19.16994869,0,0.180796347,0.533644442,0.967918139,0,0,0.091331304,0.030724649,0,0.153192374,0,0,0.074965939,0
9388,5.14051755,78.22156898,21.77843102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9435,1.590950241,85.82057573,14.03056416,0,0,0,0,0,0,0,0,0,0,0,0,0.148860108,0
9438,1.136165728,85.89242654,13.93335077,0,0,0,0.052916621,0,0,0,0,0,0,0,0,0.121306066,0
9439,1.10224266,83.12397615,16.87602385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9441,4.641104818,82.78658022,17.11473805,0,0,0,0,0,0,0,0,0,0,0,0,0.098681725,0
9449,1.067241867,85.3196619,14.52253225,0,0,0,0,0,0,0,0,0,0,0,0,0.157805856,0
9524,1.169104889,85.8429426,14.0527182,0,0,0,0,0,0,0,0,0,0,0,0,0.104339209,0
9557,4.009068341,71.88650327,25.11119442,0,0,0.143355964,0.72556152,0.08984485,0.040826504,0,1.903150966,0,0,0,0,0.099562511,0
9567,1.031053598,85.13881197,14.74558028,0,0,0,0,0,0,0,0,0,0,0,0,0.115607746,0
9586,1.683703475,85.16093857,14.83906143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9613,1.158229259,84.71132534,15.18186833,0,0,0,0,0,0,0,0,0,0,0,0,0.106806329,0
9624,1.534256851,78.72682656,19.75684364,0,0.214736865,0.15846254,0.276006014,0,0,0.053565349,0.215057295,0,0.505323981,0,0,0.093177758,0
9662,1.113665169,84.18973291,15.65327811,0.156988987,0,0,0,0,0,0,0,0,0,0,0,0,0
9701,1.492443617,84.40939362,15.59060638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9730,1.10224266,85.2945272,14.7054728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,1.458129982,86.03730101,13.83080718,0,0,0,0,0,0,0,0,0,0,0,0,0.131891814,0
9850,2.386425362,66.19075569,29.66627158,0,0.137913398,0,3.841710177,0,0,0,0,0,0.098673267,0,0,0.064675889,0
9856,1.405089208,79.96203681,18.83782713,0,0.107597428,0.271922726,0.364037771,0,0,0,0.039069137,0,0.319535125,0,0,0.097973881,0
9925,1.031053598,85.61618986,14.22802612,0,0,0,0,0,0,0,0,0,0,0,0,0.155784018,0
9926,1.079034952,85.09021889,14.7642767,0,0,0,0,0,0,0,0,0,0,0,0,0.145504412,0
9947,1.475386558,84.07116706,15.83146243,0,0,0,0,0,0,0,0,0,0,0,0,0.097370515,0
9965,5.762666869,80.66565376,19.23471524,0,0,0,0,0,0,0,0,0,0,0,0,0.099631001,0
9999,1.179880277,85.03263209,14.84340718,0,0,0,0,0,0,0,0,0,0,0,0,0.123960732,0
10000,1.018705205,84.27829042,15.58185735,0,0,0,0,0,0,0,0,0,0,0,0,0.139852233,0
10014,1.006205281,83.87322345,16.00228118,0,0,0,0,0,0,0,0,0,0,0,0,0.12449537,0
10055,1.031053598,85.37966112,14.40120225,0,0,0,0.107766742,0,0,0,0,0,0,0,0,0.111369894,0
10057,1.10224266,84.51992329,15.48007671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10082,1.252715473,79.13093025,19.73123083,0,0,0.401124854,0.449183265,0,0,0,0,0,0,0,0.175900286,0.11163052,0
10126,1.440666717,75.75927802,22.46344175,0,0,0,1.6785835,0,0,0,0,0,0,0,0,0.09869673,0
10139,1.980717077,76.73941054,21.24129812,0,0.219496077,0.461014395,0.981922523,0,0,0.066547512,0.065229297,0,0.159938482,0,0,0.06514306,0
10185,1.147250534,85.02862537,14.85417458,0,0,0,0,0,0,0,0,0,0,0,0,0.117200048,0
10197,1.993454939,82.55403961,15.82074989,0.089542346,0.06783653,0.288117952,0.491015035,0,0.049635662,0.03848546,0.380925917,0,0.143918696,0,0,0.075732904,0
10201,7.079281664,63.77612139,30.91349485,0,0.169860621,0.635309107,1.116707119,0,0.038716052,0.098973403,2.989774267,0,0.146513501,0.033026743,0,0.08150294,0
10205,1.321542524,85.51039145,14.37966863,0,0,0,0,0,0,0,0,0,0,0,0,0.109939915,0
10220,4.770198404,65.36683693,30.19211855,0.179331647,0.575573029,0.962956208,1.743090961,0,0,0.166717457,0.054749332,0,0.606163709,0,0.152462182,0,0
10221,1.466783648,85.00537074,14.84790462,0,0,0,0,0,0,0,0,0,0,0,0,0.146724639,0
10236,4.046772007,62.84887547,30.29984721,1.834182567,0,1.323913118,3.60464126,0,0,0,0,0,0.025789589,0,0,0.062750789,0
10239,1.055317002,84.53741503,15.35761143,0,0,0,0,0,0,0,0,0,0,0,0,0.104973536,0
10245,1.136165728,84.1531096,15.8468904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10256,1.272760193,85.18752242,14.71230675,0,0,0,0,0,0,0,0,0,0,0,0,0.100170832,0
10261,3.272101603,72.42037374,24.81401652,0,0.244723575,0.614538979,1.53434639,0,0,0.086486549,0.036800358,0,0.189828443,0,0,0.058885444,0
10274,1.136165728,85.21873991,14.65134746,0,0,0,0,0,0,0,0,0,0,0,0,0.129912621,0
10305,1.018705205,78.86527091,20.31724919,0,0,0,0.119932242,0,0,0,0.100784128,0,0,0,0.474425893,0.122337633,0
10373,2.428480147,76.64489913,21.84929722,0,0,0,0.084253991,0.605902315,0,0,0.728042172,0,0,0,0,0.08760517,0
10375,1.090700534,84.71299589,15.18685221,0,0,0,0,0,0,0,0,0,0,0,0,0.100151897,0
10392,1.340558502,84.51377253,15.48622747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396,2.20448532,79.01743144,19.13964946,0.135802851,0.145903274,0.477805011,0.783310452,0,0,0.074342852,0,0,0.143485105,0,0,0.082269556,0
10407,1.483939596,79.70421663,18.58869288,0.309636344,0.058439928,0,0.178265987,0.530294438,0,0.032476145,0.524278465,0,0,0,0,0.073699181,0
10414,1.169104889,85.59209707,14.27441377,0,0,0,0,0,0,0,0,0,0,0,0,0.133489159,0
10420,1.031053598,85.38673794,14.49184556,0,0,0,0,0,0,0,0,0,0,0,0,0.121416508,0
10431,2.03741041,84.70771443,15.17469769,0,0,0,0,0,0,0,0,0,0,0,0,0.11758788,0
10434,1.980717077,79.61214278,18.87209976,0,0.279882338,0.316088353,0.569444655,0,0,0,0,0,0.263669932,0,0,0.086672175,0
10438,1.067241867,85.85388192,14.02308673,0,0,0,0,0,0,0,0,0,0,0,0,0.123031351,0
10441,1.396053171,84.05241259,15.81580843,0,0,0,0,0,0,0,0,0,0,0,0,0.131778977,0
10476,2.885722368,83.62725689,16.27843821,0,0,0,0,0,0,0,0,0,0,0,0,0.094304901,0
10511,1.757261978,84.34815778,15.56111731,0,0,0,0,0,0,0,0,0,0,0,0,0.090724908,0
10639,1.10224266,85.44726487,14.43625176,0,0,0,0,0,0,0,0,0,0,0,0,0.116483377,0
10734,1.147250534,99.79930977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200690235,0
10737,1.079034952,85.41929733,14.44819041,0,0,0,0,0,0,0,0,0,0,0,0,0.132512259,0
10817,1.113665169,84.18353398,15.81646602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10915,1.272760193,84.71363915,15.28636085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,4.885538536,71.49593165,24.85557687,0,0,0.787459545,0.631713107,0,0.081507439,0.040758162,0.047979953,0.077003744,1.922058127,0,0,0.06001141,0
10954,1.483939596,77.36100081,20.3817614,0,0,0,0.245351867,0,0,0,0,0,1.707070419,0,0,0.3048155,0
10977,3.248812327,85.26246036,14.52915788,0,0,0,0.108489088,0,0,0,0,0,0,0,0,0.099892678,0
11010,1.067241867,84.46319436,15.39506308,0,0,0,0,0,0,0,0,0,0,0,0,0.141742563,0
11032,1.158229259,77.20548069,21.04855102,0,0.083041221,0.666196559,0.793599826,0,0,0,0.056849459,0,0.060669922,0,0,0.085611306,0
11049,1.018705205,84.77506948,15.05183727,0,0,0,0.047339428,0,0,0,0,0,0,0,0,0.125753815,0
11050,1.090700534,85.32514292,14.54080965,0,0,0,0,0,0,0,0,0,0,0,0,0.13404743,0
11076,1.124971704,84.90806007,14.88928851,0,0,0,0.075545187,0,0,0,0,0,0,0,0,0.127106241,0
11077,1.04325584,85.06205026,14.80784505,0,0,0,0,0,0,0,0,0,0,0,0,0.130104697,0
11109,1.136165728,85.79143227,14.01181202,0,0,0,0.116677577,0,0,0,0,0,0,0,0,0.080078132,0
11158,1.018705205,85.23478559,14.76521441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11172,1.201141092,84.19253598,15.7120428,0,0,0,0,0,0,0,0,0,0,0,0,0.095421216,0
11236,1.377803325,85.29750511,14.53442557,0,0,0,0.065222434,0,0,0,0,0,0,0,0,0.102846881,0
11274,1.079034952,84.72383285,15.15312723,0,0,0,0,0,0,0,0,0,0,0,0,0.123039923,0
11278,1.292494086,84.27620067,15.61517416,0,0,0,0,0,0,0,0,0,0,0,0,0.108625168,0
11289,1.386958265,79.27885841,19.09810377,0,0,0.081171177,0.316524534,0.139073079,0,0,0.090973191,0,0.76521968,0,0,0.230076161,0
11304,1.431855217,85.00588357,14.91449167,0,0,0,0,0,0,0,0,0,0,0,0,0.079624751,0
11312,1.018705205,85.94478187,13.92662957,0,0,0,0,0,0,0,0,0,0,0,0,0.12858856,0
11348,1.928924655,79.49482921,18.48611321,0.338048689,0,0,0,0.818587948,0,0,0.742620626,0,0,0,0,0.119800321,0
11353,1.292494086,81.74639098,17.33271279,0,0,0,0,0,0,0,0,0,0.71340497,0,0,0.207491257,0
11401,1.136165728,85.99940325,13.91226055,0,0,0,0,0,0,0,0,0,0,0,0,0.0883362,0
11514,1.006205281,85.60584686,14.28759234,0,0,0,0,0,0,0,0,0,0,0,0,0.106560807,0
11537,1.862159515,73.0041244,23.90670638,0,0.66929719,0,0.159314117,0,0,0,0.524233204,0,1.584911468,0,0,0.151413236,0
11596,1.006205281,85.94524389,13.93019872,0,0,0,0,0,0,0,0,0,0,0,0,0.124557384,0
11696,1.079034952,83.39681435,15.89741867,0,0.078360299,0.13018506,0.331957681,0,0,0,0.047454425,0,0,0,0,0.117809513,0
11703,1.006205281,85.72510363,14.19953923,0,0,0,0,0,0,0,0,0,0,0,0,0.075357142,0
11761,2.316458517,73.26044274,24.20416537,0,0.123458116,0.42660041,0.819135696,0.454609305,0,0.08939094,0.423742111,0,0.170859899,0,0.027595414,0,0
11780,1.067241867,87.18357702,12.57699902,0,0,0,0.072554358,0,0,0,0,0,0,0,0,0.1668696,0
11795,1.031053598,84.73496247,15.15814211,0,0,0,0,0,0,0,0,0,0,0,0,0.106895425,0
11851,1.550666482,84.31730405,15.60175662,0,0,0,0,0,0,0,0,0,0,0,0,0.080939329,0
11889,2.495307951,75.2425517,22.9394738,0,0,0.347753301,1.085230603,0,0,0,0.08418101,0,0.178603642,0,0.03113779,0.091068161,0
11892,1.44942465,99.68739846,0,0,0,0,0.152288577,0,0,0,0,0,0,0,0,0.160312963,0
11921,1.04325584,84.41345635,15.46304409,0,0,0,0,0,0,0,0,0,0,0,0,0.123499561,0
11922,5.469723025,73.28395405,23.01100498,0,0.328214731,1.009036413,1.743571433,0,0,0.161271912,0.025794457,0,0.361184498,0,0,0.075967525,0
11962,1.466783648,85.37431637,14.54057371,0,0,0,0,0,0,0,0,0,0,0,0,0.085109922,0
11970,1.590950241,85.97537982,13.81867146,0,0,0,0,0,0,0.121001506,0,0,0,0,0,0.084947209,0
12031,1.04325584,85.5476493,14.32660322,0,0,0,0,0,0,0,0,0,0,0,0,0.125747478,0
12032,1.396053171,84.51886816,15.37777413,0,0,0,0,0,0,0,0,0,0,0,0,0.103357708,0
12057,1.147250534,99.8506808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149319205,0
12058,1.006205281,99.72791728,0,0,0,0,0.110527528,0,0,0,0,0,0,0,0,0.161555189,0
12066,1.006205281,87.54366727,12.3612031,0,0,0,0,0,0,0,0,0,0,0,0,0.09512963,0
12076,1.04325584,87.07716361,12.51673003,0.202854023,0,0,0.08658097,0,0,0,0,0,0,0,0,0.116671365,0
12091,1.067241867,85.85683531,14.00584354,0,0,0,0,0,0,0,0,0,0,0,0,0.137321147,0
12100,1.302248897,84.73832705,15.14281661,0,0,0,0,0,0,0,0,0,0,0,0,0.118856337,0
12109,1.614638149,71.93569261,25.38194646,0.770638128,0,0.503795439,1.407927363,0,0,0,0,0,0,0,0,0,0
12129,1.124971704,86.26330583,13.62073744,0,0,0,0,0,0,0,0,0,0,0,0,0.115956726,0
12251,2.444064136,71.01016319,25.16182697,0.685877963,0.193207522,0.710005701,1.892458493,0,0,0.029540989,0.09043554,0,0.120696496,0,0,0.105787129,0
12312,3.4047822,65.690467,30.38993735,0,0.53477111,0.305161334,2.60708105,0,0,0,0.068742381,0,0.330821092,0,0,0.073018691,0
12452,2.006111923,77.2548386,20.8318074,0,0.710568333,0.26264224,0.632895639,0,0,0,0,0,0.217658403,0,0,0.089589385,0
12491,1.10224266,81.77407417,17.26920793,0,0,0,0,0,0,0,0,0,0.79954008,0,0,0.15717782,0
12502,1.067241867,99.79259487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207405128,0
12545,1.509307922,86.00795067,13.77268955,0,0,0,0.080310708,0,0,0,0,0,0,0,0,0.13904907,0
12568,1.04325584,85.71743739,14.15809303,0,0,0,0,0,0,0,0,0,0,0,0,0.124469583,0
12573,1.492443617,85.44772486,14.41369835,0,0,0,0,0,0,0,0,0,0,0,0,0.138576787,0
12574,1.124971704,84.99309235,14.84662289,0,0,0,0,0,0,0,0,0,0,0,0,0.160284764,0
12583,1.252715473,81.20617967,17.86170811,0,0.069926878,0.288406053,0.429475962,0,0,0,0,0,0.064244898,0,0,0.080058435,0
12587,1.517669803,79.60705419,18.86927765,0,0.169204334,0.369070201,0.731203917,0,0,0.044949555,0,0,0.127452249,0,0,0.081787902,0
12598,1.550666482,85.68682879,14.20025725,0,0,0,0,0,0,0,0,0,0,0,0,0.112913965,0
12601,1.321542524,85.58814503,14.30776383,0,0,0,0,0,0,0,0,0,0,0,0,0.104091141,0
12603,2.845978311,69.81572007,26.53429659,0,1.752854937,0,0.042291741,0,0,0,1.761427388,0,0.093409273,0,0,0,0
12632,2.984887234,68.06709642,26.73232521,1.274276701,0,1.031819744,2.767808764,0,0,0.023402775,0,0,0.046556127,0,0,0.056714253,0
12755,1.055317002,99.82660879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173391211,0
12798,1.055317002,99.79954092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200459084,0
12800,1.458129982,78.23324077,19.81394087,0,0,0,0,0,0.059705592,0,0.034609063,0,1.752063685,0,0,0.106440015,0
12829,1.820925781,84.78694955,15.11592695,0,0,0,0,0,0,0,0,0,0,0,0,0.097123498,0
12840,1.04325584,85.35203587,14.57244684,0,0,0,0,0,0,0,0,0,0,0,0,0.075517296,0
12856,1.190558145,85.77227098,14.11375713,0,0,0,0,0,0,0,0,0,0,0,0,0.113971893,0
12876,1.517669803,83.5316016,16.19203902,0.164902998,0,0,0,0,0,0,0,0,0,0,0,0.111456387,0
13200,1.440666717,85.1221304,14.43778249,0.331286473,0,0,0,0,0,0,0,0,0,0,0,0.108800637,0
13204,1.222032068,84.52157318,15.32086518,0,0,0,0.06362888,0,0,0,0,0,0,0,0,0.093932759,0
13234,1.242571861,84.65613659,15.23187363,0,0,0,0,0,0,0,0,0,0,0,0,0.111989777,0
13268,1.292494086,85.07649956,14.80682436,0,0,0,0,0,0,0,0,0,0,0,0,0.116676085,0
13280,3.631411449,72.46604201,22.72332574,0,1.00118484,0.218461801,2.310056103,0,0,0,0.057419284,0.582137121,0,0.581298443,0,0.06007466,0
13340,3.568129347,82.8612968,16.97454528,0,0,0,0.069050664,0,0,0,0,0,0,0,0,0.095107258,0
13349,1.031053598,83.67456378,16.12404582,0.121995644,0,0,0,0,0,0,0,0,0,0,0,0.079394756,0
13368,1.331084471,85.47258919,14.18626916,0,0,0.086306257,0.163716153,0,0,0,0,0,0,0,0,0.091119235,0
13417,1.961455189,81.09311499,17.82296613,0,0.087048504,0.22004175,0.435119224,0,0,0,0.036444396,0.120233048,0,0.100385061,0,0.084646907,0
13424,1.04325584,85.00759325,14.87187095,0,0,0,0,0,0,0,0,0,0,0,0,0.120535804,0
13427,1.018705205,82.78248508,16.78342844,0,0,0,0.241016832,0,0,0,0,0,0,0.063919546,0,0.129150102,0
13437,1.954992387,84.32106233,15.47470409,0,0,0,0.076112405,0,0,0,0,0,0,0,0,0.128121182,0
13473,1.222032068,85.70173591,14.13677836,0,0,0,0.07027905,0,0,0,0,0,0,0,0,0.091206676,0
13545,1.006205281,84.77452128,15.22547872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,1.090700534,85.25789849,14.5911928,0,0,0,0,0,0,0,0,0,0,0,0,0.150908709,0
13608,1.311931178,84.81261493,15.04931677,0,0,0,0,0,0,0,0,0,0,0,0,0.138068301,0
13649,1.031053598,84.23078175,15.76921825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,1.018705205,85.76920985,13.94373018,0.182254412,0,0,0,0,0,0,0,0,0,0,0,0.104805564,0
13705,1.252715473,84.72882942,15.14522038,0,0,0,0,0,0,0,0,0,0,0,0,0.1259502,0
13752,1.262777606,80.0528786,18.82309466,0,0,0,1.028192882,0,0,0,0,0,0,0,0,0.095833855,0
13807,1.079034952,83.84940483,16.04816421,0,0,0,0,0,0,0,0,0,0,0,0,0.102430957,0
13849,1.764449173,82.4665087,16.55919359,0.106274281,0.237987202,0.119190409,0.352545946,0,0,0,0,0,0,0.03726551,0,0.12103437,0
13884,4.643830871,72.00044524,24.72976268,0,0.180073705,1.077870892,1.511192318,0,0,0,0.161974811,0.031048922,0,0.218300959,0.026666974,0.062663506,0
13888,1.683703475,84.78766186,14.86198908,0,0,0,0.170223051,0,0,0,0,0,0,0,0,0.180126004,0
13900,1.055317002,87.29056164,12.51816136,0,0,0,0.087801667,0,0,0,0,0,0,0,0,0.103475334,0
14080,1.113665169,84.68533995,15.16913026,0,0,0,0,0,0,0,0,0,0,0,0,0.145529794,0
14260,3.31818981,78.19477279,20.77834389,0,0.179753964,0,0,0,0,0,0,0.753276964,0,0,0,0.093852394,0
14327,1.031053598,83.087765,16.10768786,0,0,0,0,0,0,0,0,0,0.096311347,0.583710459,0,0.124525339,0
14350,1.006205281,85.17787601,14.68469583,0,0,0,0,0,0,0,0,0,0,0,0,0.137428159,0
14361,1.190558145,86.07306574,13.71072132,0,0,0,0,0,0,0.099205337,0,0,0,0,0,0.117007605,0
14375,1.466783648,99.83167834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168321659,0
14377,1.661000816,99.86545772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134542276,0
14406,1.359308482,85.29143136,14.60044489,0,0,0,0,0,0,0,0,0,0,0,0,0.108123746,0
14410,1.10224266,86.05218432,13.79881091,0,0,0,0,0,0,0,0,0,0,0,0,0.149004769,0
14587,1.158229259,99.84504656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154953442,0
14634,1.04325584,86.50529415,13.3444524,0,0,0,0,0,0,0,0,0,0,0,0,0.150253445,0
14654,1.018705205,99.84078062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159219376,0
14666,1.211631606,82.0228094,17.22230061,0,0.103862142,0,0.149324508,0,0.183190382,0,0,0.197006109,0,0,0,0.121506851,0
14675,1.483939596,86.46335844,13.40212872,0,0,0,0,0,0,0,0,0,0,0,0,0.134512835,0
14996,1.169104889,84.66960708,15.33039292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15015,1.242571861,84.18612254,15.68456699,0,0,0,0,0,0,0,0,0,0,0,0,0.12931047,0
15142,1.483939596,85.96133972,13.93472722,0,0,0,0,0,0,0,0,0,0,0,0,0.103933063,0
15146,1.113665169,85.18110447,14.68658538,0,0,0,0,0,0,0,0,0,0,0,0,0.132310154,0
15150,1.10224266,99.77933311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220666891,0
15218,1.018705205,99.78465929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215340713,0
16368,1.055317002,87.83042389,11.89244441,0,0,0,0.09055911,0,0,0,0,0,0,0,0,0.186572588,0
16407,1.04325584,84.96356946,14.88714985,0,0,0,0,0,0,0,0,0,0,0,0,0.149280693,0
16465,1.386958265,84.72453439,15.13647264,0,0,0,0,0,0,0,0,0,0,0,0,0.138992974,0
16550,2.049795998,80.92573326,17.78535186,0,0.141676483,0.259392214,0.654181895,0,0,0,0.03218906,0.047146418,0,0.066336549,0,0.087992252,0
16564,1.190558145,85.79639721,14.00759119,0,0,0,0.100049482,0,0,0,0,0,0,0,0,0.095962116,0
16612,1.542483488,85.41616783,14.47696631,0,0,0,0,0,0,0,0,0,0,0,0,0.106865859,0
16695,1.018705205,87.04686805,12.74275516,0,0,0,0.07658072,0,0,0,0,0,0,0,0,0.133796067,0
16821,1.04325584,86.31783786,13.47453336,0,0,0,0.072400184,0,0,0,0,0,0,0,0,0.135228599,0
16944,1.055317002,85.02649373,14.88847885,0,0,0,0,0,0,0,0,0,0,0,0,0.085027417,0
17020,1.079034952,99.73465509,0,0,0,0,0.086932807,0,0,0,0,0,0,0,0,0.178412106,0
17063,1.04325584,84.04806132,15.36251078,0.45389254,0,0,0,0,0,0,0,0,0,0,0,0.135535365,0
17108,1.359308482,84.52813809,15.3383371,0,0,0,0,0,0,0,0,0,0,0,0,0.133524808,0
17150,1.158229259,86.25224728,13.52243839,0,0,0,0.085089826,0,0,0,0,0,0,0,0,0.1402245,0
17152,1.147250534,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17237,1.211631606,87.21933336,12.61868318,0,0,0,0.079622828,0,0,0,0,0,0,0,0,0.082360633,0
17305,4.236231785,61.95669878,32.84901773,0,0.120433529,0,0,0,0,0,0,4.982246064,0,0,0,0.091603901,0
17312,1.368587146,85.29816944,14.70183056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17351,1.018705205,85.73220678,14.16246459,0,0,0,0,0,0,0,0,0,0,0,0,0.105328637,0
17360,1.006205281,84.80370454,15.08037548,0,0,0,0,0,0,0,0,0,0,0,0,0.115919981,0
17378,1.190558145,99.84513955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154860447,0
17413,1.124971704,85.6991704,13.89883257,0.163222439,0,0,0.104828551,0,0,0,0,0,0,0,0,0.133946047,0
17441,1.018705205,84.3367939,15.53998564,0,0,0,0,0,0,0,0,0,0,0,0,0.123220462,0
17467,1.031053598,86.07061093,13.81206428,0,0,0,0,0,0,0,0,0,0,0,0,0.117324789,0
17503,1.090700534,86.03076485,13.77755287,0,0,0,0,0,0,0,0,0,0,0,0,0.191682282,0
17529,1.018705205,85.92456458,13.86392559,0,0,0,0.061460596,0,0,0,0,0,0,0,0,0.150049235,0
17557,1.04325584,99.89323514,0,0,0,0,0.106764859,0,0,0,0,0,0,0,0,0,0
17558,1.56690427,85.31885373,14.5383884,0,0,0,0.060375945,0,0,0,0,0,0,0,0,0.082381924,0
17563,1.158229259,99.75780443,0,0,0,0,0.089408098,0,0,0,0,0,0,0,0,0.152787467,0
17578,1.414067505,85.61658704,14.23749133,0,0,0,0,0,0,0,0,0,0,0,0,0.145921638,0
17581,1.292494086,99.85226592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147734081,0
17588,1.018705205,85.01140461,14.79604624,0,0,0,0.076851559,0,0,0,0,0,0,0,0,0.11569759,0
17649,1.055317002,85.36144618,14.55930734,0,0,0,0,0,0,0,0,0,0,0,0,0.079246473,0
