# Id ,Class ,Area (µm²) ,Aspect Ratio ,Breadth (µm) ,Direction (°) ,ECD (µm) ,Length (µm) ,Perimeter (µm) ,Shape ,Stage X ,Stage Y ,Count ,C  Apparent Concentration (%) ,C   k ratio ,C  Wt% ,C   Wt% ? ,O  Apparent Concentration (%) ,O   k ratio ,O  Wt% ,O   Wt% ? ,Na Apparent Concentration (%) ,Na  k ratio ,Na Wt% ,Na  Wt% ? ,Mg Apparent Concentration (%) ,Mg  k ratio ,Mg Wt% ,Mg  Wt% ? ,Al Apparent Concentration (%) ,Al  k ratio ,Al Wt% ,Al  Wt% ? ,Si Apparent Concentration (%) ,Si  k ratio ,Si Wt% ,Si  Wt% ? ,P  Apparent Concentration (%) ,P   k ratio ,P  Wt% ,P   Wt% ? ,S  Apparent Concentration (%) ,S   k ratio ,S  Wt% ,S   Wt% ? ,Cl Apparent Concentration (%) ,Cl  k ratio ,Cl Wt% ,Cl  Wt% ? ,K  Apparent Concentration (%) ,K   k ratio ,K  Wt% ,K   Wt% ? ,Ca Apparent Concentration (%) ,Ca  k ratio ,Ca Wt% ,Ca  Wt% ? ,Mn Apparent Concentration (%) ,Mn  k ratio ,Mn Wt% ,Mn  Wt% ? ,Fe Apparent Concentration (%) ,Fe  k ratio ,Fe Wt% ,Fe  Wt% ? ,Sc Apparent Concentration (%) ,Sc  k ratio ,Sc Wt% ,Sc  Wt% ? ,Ti Apparent Concentration (%) ,Ti  k ratio ,Ti Wt% ,Ti  Wt% ? ,Co Apparent Concentration (%) ,Co  k ratio ,Co Wt% ,Co  Wt% ? ,Ni Apparent Concentration (%) ,Ni  k ratio ,Ni Wt% ,Ni  Wt% ? ,Cu Apparent Concentration (%) ,Cu  k ratio ,Cu Wt% ,Cu  Wt% ? ,Pb Apparent Concentration (%) ,Pb  k ratio ,Pb Wt% ,Pb  Wt% ? ,C  Normalized ,O  Normalized ,Na Normalized ,Mg Normalized ,Al Normalized ,Si Normalized ,P  Normalized ,S  Normalized ,Cl Normalized ,K  Normalized ,Ca Normalized ,Mn Normalized ,Fe Normalized ,Sc Normalized ,Ti Normalized ,Co Normalized ,Ni Normalized ,Cu Normalized ,Pb Normalized
1740,0,0.894572594,1.264906513,0.996980215,116.71875,1.067241867,1.261086767,3.337839413,0.991072497,0.752731148,2.361723205,322887,25.97787678,0.259778768,28.16773355,0.14054561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173284579,0.001732846,0.237817015,0.043057441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,1.192763458,1.201849768,1.196376258,78.75,1.232344758,1.437864527,3.904957321,1.017345325,0.73029793,2.411000433,320979,29.02015746,0.290201575,38.11356127,0.190522498,3.347398341,0.011264337,9.056507796,0.192696752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153750926,0.001537509,0.210019201,0.047027043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,2.922270473,1.353876654,1.797747883,9.84375,1.928924655,2.433928889,6.454205507,1.134371496,0.539354043,2.473472136,324019,25.92651844,0.259265184,35.88129282,0.197523693,2.928836457,0.009855834,8.009608835,0.174712623,0,0,0,0,0,0,0,0,0,0,0,0,0.07047166,0.000558422,0.072221848,0.014932848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1957417,0.001957417,0.266796793,0.043602404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,1.03372833,1.118029966,1.127954353,26.71875,1.147250534,1.261086767,3.494444699,0.940026423,0.552815329,2.496919923,313069,28.36049795,0.28360498,37.38473058,0.188362587,3.17341499,0.010678866,8.621518314,0.189150649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215573725,0.002155737,0.294364686,0.046371727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,1.550592496,2.074897926,1.186723794,66.09375,1.405089208,2.462330738,6.062692293,1.886355363,0.572947505,2.506430326,320607,24.93629158,0.249362916,32.62514174,0.16603804,2.779380791,0.0093529,7.560051233,0.16901457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715818,0.001357158,0.185411016,0.042505504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,0,0.974090158,1.219669054,1.096678236,18.28125,1.113665169,1.337584507,3.526878716,1.016183248,0.499344389,2.507607253,325845,29.27955091,0.292795509,38.55210543,0.192498835,3.53596285,0.011898876,9.499064833,0.198988779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12523703,0.00125237,0.17106653,0.046367932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,0,1.84878336,1.192565297,1.495470322,18.28125,1.534256851,1.783446009,4.817719817,0.999049923,0.504260416,2.513544607,325300,34.37221646,0.343722165,58.41405988,0.387366372,6.544424593,0.022022657,16.68066531,0.246882159,0,0,0,0,0.354095409,0.002348405,0.422064774,0.024451502,0.381574011,0.002740595,0.418362301,0.023447748,0.968048722,0.007670877,1.009780075,0.025521216,0,0,0,0,0,0,0,0,0,0,0,0,0.114498904,0.000969922,0.113994395,0.017763085,0,0,0,0,0.354011101,0.003540111,0.454930356,0.034797756,0,0,0,0,0.120443839,0.001204438,0.163503201,0.048672836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,0,0.854813812,1.537115874,0.957648507,106.875,1.04325584,1.472016721,3.526878716,1.157976259,0.468119188,2.528234661,320483,26.12537146,0.261253715,35.86482406,0.200387929,3.088831156,0.010394232,8.40312317,0.183378253,0.137516076,0.00058036,0.142748212,0.02531232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,0,2.04757727,1.266104611,1.514657295,73.125,1.614638149,1.917714585,5.163364406,1.036132722,0.47897257,2.529255987,324154,26.80177093,0.268017709,47.65420258,0.258420245,6.022683531,0.020266945,14.95973468,0.242160051,0,0,0,0,0.102249009,0.000678128,0.123051379,0.022320455,0.385781657,0.002770816,0.423097191,0.023844719,1.228193939,0.009732284,1.283715572,0.027169602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129455456,0.001156665,0.132356607,0.018389178,0.333223399,0.003332234,0.427497411,0.034539457,0,0,0,0,0.149338238,0.001493382,0.202659657,0.048884976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,2.027697879,1.266216506,1.550937235,68.90625,1.606780982,1.963822327,5.619745654,1.239424879,0.495508039,2.561455197,317589,27.70593762,0.277059376,53.08989286,0.416535931,7.548106462,0.025400149,18.35807711,0.249894173,0,0,0,0,0.167698506,0.001112197,0.200569397,0.022338418,0.903121941,0.00648653,0.986859761,0.027573749,1.531270053,0.012133877,1.611590572,0.029359007,0,0,0,0,0.092644314,0.000798094,0.095770822,0.017411367,0,0,0,0,0.477340911,0.004043561,0.475668022,0.021320772,0,0,0,0,0.241306378,0.002413064,0.31054127,0.032666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,0.834934421,1.317074522,0.986960059,77.34375,1.031053598,1.299899947,3.448576073,1.133489214,0.523276188,2.563940025,321164,27.2197932,0.272197932,36.36630476,0.182797655,3.520622849,0.011847256,9.348317981,0.188329897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166556786,0.001665568,0.227332953,0.043841195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,7.236098313,1.26669278,2.791544601,23.90625,3.035339606,3.536029391,9.603005618,1.014144975,0.635930456,2.473553315,318837,30.07948101,0.30079481,68.50183606,0.546018919,12.60451972,0.042415496,28.63670588,0.330647547,0.219457666,0.000926179,0.239235908,0.038415659,0.195502187,0.001296595,0.238527847,0.027664163,2.18652226,0.015704349,2.419656329,0.040971389,3.155912831,0.025007645,3.395893797,0.043402196,0,0,0,0,0,0,0,0,0,0,0,0,0.761472248,0.006450441,0.759659009,0.027306657,0.301028742,0.002689647,0.309217209,0.024010356,0.671527395,0.006715274,0.857678521,0.044463252,0,0,0,0,0.172048528,0.001720485,0.231673941,0.056712667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,3.419255247,1.47689638,1.875488827,14.0625,2.086511681,2.769902659,7.132060075,1.183827977,0.676594131,2.500048118,312145,30.13408184,0.301340818,41.79696441,0.23080986,3.86271812,0.012998441,10.35090014,0.213503698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181426608,0.001814266,0.24715343,0.048719582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,2.425285698,1.383491498,1.595168343,26.71875,1.757261978,2.206901842,5.619745654,1.036240472,0.685875157,2.507832227,311546,33.19979012,0.331997901,43.78183484,0.217696442,4.095694423,0.01378243,10.96567735,0.226297439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129611371,0.001296114,0.177035562,0.050180557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0.993969548,1.275831299,1.088413559,156.09375,1.124971704,1.388632085,3.715918019,1.105475964,0.605357105,2.510961192,315854,36.74221337,0.367422134,59.95305777,0.417265249,6.775593758,0.022800565,17.21543223,0.260709133,0.446573785,0.00188468,0.475350115,0.036875813,0.212980015,0.00141251,0.257571018,0.024989754,0.279277447,0.002005866,0.308369868,0.023645883,0.541740796,0.004292787,0.566669367,0.023079527,0,0,0,0,0.190360681,0.001639883,0.19377399,0.019185414,0,0,0,0,0.183157716,0.001551531,0.181800057,0.019377163,0,0,0,0,0.392068503,0.003920685,0.503869168,0.036252831,0,0,0,0,0.147039571,0.001470396,0.199843734,0.049478339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,1.749386405,2.183892483,1.206098549,74.53125,1.492443617,2.633989554,6.186863562,1.741187201,0.692900285,2.515609193,310862,28.00694406,0.280069441,36.54665053,0.184998987,3.076201119,0.010351731,8.387070894,0.187516713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145675009,0.00145675,0.199042773,0.046170785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,1.928300924,2.211864634,1.096678236,35.15625,1.56690427,2.425703805,5.573877028,1.282124185,0.6071311,2.529578148,312361,33.82065594,0.338206559,43.84359419,0.215046317,3.640827909,0.012251758,9.960800409,0.21719425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13483176,0.001348318,0.184296677,0.050348672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0.81505503,1.405451681,0.897282193,153.28125,1.018705205,1.261086767,3.25953677,1.037325307,0.643034917,2.545342262,319245,28.91745865,0.289174587,40.28776586,0.228596944,2.82322038,0.009500425,7.929432392,0.181511848,0,0,0,0,0,0,0,0,0,0,0,0,0.073404156,0.000581659,0.074651552,0.015672356,0.290794298,0.001626474,0.201724516,0.053626939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138369517,0.001383695,0.188890623,0.044793077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,7.216218922,1.188742246,3.07680318,118.125,3.031167316,3.657525923,10.37259744,1.186466505,0.644851318,2.550564828,316068,34.92233455,0.349223346,69.19092536,0.512402691,11.50598377,0.038718808,26.96402073,0.332663092,0,0,0,0,0.112605048,0.000746811,0.136218872,0.02595718,0.559845846,0.004021004,0.615093112,0.028987651,2.999608591,0.023769081,3.136618063,0.041298394,0,0,0,0,0,0,0,0,0,0,0,0,0.093968585,0.000796009,0.093757041,0.020315831,0.074446917,0.000665172,0.076336262,0.020216937,0.303773861,0.003037739,0.390775595,0.038951822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,1.03372833,1.586856377,1.039964273,160.3125,1.147250534,1.650273937,3.983259964,1.22140873,0.596762684,2.553514472,325036,25.67414343,0.256741434,37.43422031,0.201302697,5.585127324,0.018794524,13.95149678,0.228445418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398511697,0.012495494,1.421728823,0.028188503,0,0,0,0,0,0,0,0,0.151285029,0.00151285,0.205199001,0.046458771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,113.3721667,1.452202229,11.15225415,40.78125,12.0145714,16.19532833,90.84769237,5.793106195,0.688108674,2.559443468,314202,15.76904356,0.157690436,59.74392295,0.833810866,19.91758347,0.0670247,38.06140721,0.466143899,0,0,0,0,0.289706909,0.001921372,0.355667318,0.034471485,6.629168242,0.047612946,7.350358367,0.070847949,8.303495497,0.065797403,9.417884052,0.077650178,0,0,0,0,0,0,0,0,0.08398153,0.000733923,0.093736459,0.024109076,1.241074782,0.01051316,1.254557725,0.037702723,0.223583146,0.001997682,0.230858754,0.028867865,2.465894818,0.024658948,3.106721118,0.076400023,0.137777836,0.001377778,0.171410176,0.03336145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,22.28479728,1.497222367,4.729200984,167.34375,5.326714291,7.080665493,23.04610052,1.896602646,0.738389319,2.487160677,309551,36.35759056,0.363575906,56.37264252,0.318043143,6.252437085,0.021040089,16.1281541,0.276272255,0,0,0,0,0,0,0,0,0.392423244,0.002818518,0.427220482,0.025559819,0.465322426,0.003687243,0.483280513,0.022779063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145798933,0.001302692,0.149168714,0.019999591,0.084396277,0.000843963,0.108460733,0.032254905,0,0,0,0,0.170332193,0.001703322,0.231618388,0.052016339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,0,0.795175639,1.794921509,0.845965765,157.5,1.006205281,1.518442147,3.605181359,1.300712468,0.723553684,2.541537779,320899,24.15757626,0.241575763,31.7576468,0.164763152,2.752303518,0.009261782,7.459477335,0.168351398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146621943,0.001466219,0.200260174,0.042868263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,0,4.949968351,1.597085318,2.255908706,59.0625,2.510477136,3.602878673,10.21599215,1.677833321,0.696285678,2.55921682,319758,32.62046874,0.326204687,43.74718964,0.206076982,3.244258836,0.010917262,9.013333917,0.195697369,0,0,0,0,0,0,0,0,0.102319161,0.000734891,0.109746307,0.018615653,0.153234694,0.001214241,0.156789145,0.017062252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086413039,0.00086413,0.111427554,0.027946534,0,0,0,0,0.113982137,0.001139821,0.155784236,0.044402824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0,1.093366503,2.051041441,0.922277879,63.28125,1.179880277,1.89163015,5.149929796,1.930309682,1.008080315,2.497152536,323385,30.93355894,0.309335589,41.62617922,0.201414502,4.152241349,0.013972716,10.93325242,0.202760519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181759812,0.001817598,0.234119548,0.029893382,0,0,0,0,0.10458912,0.001045891,0.142727559,0.044521791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0,0.874693203,1.185306596,1.096678236,12.65625,1.055317002,1.299899947,3.448576073,1.081966977,1.021034763,2.502551359,313976,28.76777053,0.287677705,37.77220845,0.188755128,3.274830058,0.011020138,8.877626061,0.188806315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164727215,0.001647272,0.225006812,0.046311904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,0,0.81505503,1.220518214,0.986960059,158.90625,1.018705205,1.204602728,3.148800111,0.96804019,1.03619416,2.568585013,315371,27.14817822,0.271481782,35.92688143,0.185749738,3.198452294,0.010763119,8.621114492,0.19158253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185705244,0.001857052,0.25355455,0.047424855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,0,2.405406307,1.390640925,1.550937235,168.75,1.750045266,2.156796791,5.619745654,1.044804443,1.030951953,2.576605131,313211,32.46028125,0.324602813,69.41654682,0.527666835,13.05187345,0.043920886,29.62831259,0.328304013,0,0,0,0,0,0,0,0,0.37974054,0.002727426,0.418782094,0.027633223,4.065609723,0.032216139,4.248644412,0.045959619,0,0,0,0,0,0,0,0,0,0,0,0,0.07224732,0.000612008,0.072249171,0.019791519,0,0,0,0,0.225685211,0.002256852,0.288951234,0.036445554,0,0,0,0,0.201855367,0.002018554,0.272862893,0.056147546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,0,0.81505503,1.220518214,0.986960059,158.90625,1.018705205,1.204602728,3.148800111,0.96804019,0.4985646,2.58613582,312866,28.36831808,0.283683181,37.23432422,0.187931897,3.33019495,0.011206446,8.986828476,0.190503302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125424226,0.001254242,0.171342865,0.045880669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,0,0.834934421,1.208251388,0.996980215,21.09375,1.031053598,1.204602728,3.25953677,1.012627086,0.527184959,2.586649415,311650,28.63401473,0.286340147,37.34108508,0.187153043,3.220157325,0.010836158,8.749877661,0.189108436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117841118,0.001178411,0.16103118,0.04541197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,0,0.993969548,1.56708004,1.087095409,113.90625,1.124971704,1.703565516,4.928456477,1.944638626,0.491620142,2.641947855,316724,28.95104587,0.289510459,37.98892498,0.189574528,3.268947825,0.011000344,8.872741461,0.193708157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169208494,0.001692085,0.231131678,0.046312407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,0,1.570471887,1.256602107,1.387872031,14.0625,1.414067505,1.744002918,4.550377872,1.049191818,0.631538338,2.579705466,310198,25.25589764,0.252558976,44.18799579,0.255898619,8.055558801,0.027107777,17.88987666,0.246100011,0,0,0,0,0,0,0,0,0.212906627,0.001529168,0.245111948,0.02358229,0.385406078,0.003053981,0.414434122,0.022339562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.915122941,0.019151229,2.435800806,0.054897054,0,0,0,0,0.212668465,0.002126685,0.287134806,0.050833519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,0,0.894572594,1.185306596,1.096678236,12.65625,1.067241867,1.299899947,3.448576073,1.057923266,0.666352595,2.583340561,320647,30.94926775,0.309492677,40.66854119,0.195536017,3.587127104,0.012071049,9.697768092,0.195069052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163215282,0.001632153,0.222942769,0.045100588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,0,0.854813812,1.491465341,0.986960059,106.875,1.04325584,1.472016721,3.826654678,1.363192383,0.606707843,2.584561679,323689,31.34742975,0.313474298,42.08771586,0.219668541,3.562396765,0.011987829,9.711642563,0.20155434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13679273,0.001367927,0.18665737,0.045780241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,0,33.39737683,1.695415831,5.377313435,39.375,6.520955518,9.116782325,23.70495568,1.338924457,0.681717771,2.584376171,319592,41.30421579,0.413042158,70.23991942,0.583474105,9.641113132,0.03244333,23.81453961,0.333002815,0,0,0,0,0.224347785,0.001487902,0.27238843,0.028006179,0.260666874,0.001872198,0.288176606,0.026748501,0.540269352,0.004281127,0.564197637,0.02554995,0.539860036,0.003019552,0.382843195,0.077936356,0,0,0,0,0.152761757,0.001335001,0.160760665,0.020485217,0.352783734,0.002988436,0.350351213,0.023131796,0.305255665,0.002727414,0.312676048,0.023420987,0.291621312,0.002916213,0.374357565,0.03960992,0,0,0,0,0.180034444,0.001800344,0.244073267,0.057710306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,0,1.371677977,1.730514731,1.108175823,163.125,1.321542524,1.917714585,4.628680515,1.242946344,0.591329722,2.587614883,319210,31.96454048,0.319645405,41.40886366,0.203034002,3.428840637,0.011538398,9.386149794,0.207673875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125127693,0.001251277,0.171038508,0.048024757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,0,0.81505503,1.220518214,0.986960059,158.90625,1.018705205,1.204602728,3.148800111,0.96804019,0.658242754,2.606438066,320818,20.12639642,0.201263964,26.11360848,0.141805783,2.072484605,0.006974122,5.706069246,0.143469637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119885826,0.001198858,0.16383793,0.040817884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,0,11.49028798,2.630444308,2.542433613,35.15625,3.824903794,6.687730027,16.65676305,1.921500217,0.649500259,2.606692377,313464,31.40281737,0.314028174,43.57080758,0.223391131,5.326820165,0.017925294,13.45386505,0.248975935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155646238,0.001556462,0.212053955,0.050934358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
