# Id ,Class ,Area (µm²) ,Aspect Ratio ,Breadth (µm) ,Direction (°) ,ECD (µm) ,Length (µm) ,Perimeter (µm) ,Shape ,Stage X ,Stage Y ,Count ,C  Apparent Concentration (%) ,C   k ratio ,C  Wt% ,C   Wt% ? ,O  Apparent Concentration (%) ,O   k ratio ,O  Wt% ,O   Wt% ? ,Na Apparent Concentration (%) ,Na  k ratio ,Na Wt% ,Na  Wt% ? ,Mg Apparent Concentration (%) ,Mg  k ratio ,Mg Wt% ,Mg  Wt% ? ,Al Apparent Concentration (%) ,Al  k ratio ,Al Wt% ,Al  Wt% ? ,Si Apparent Concentration (%) ,Si  k ratio ,Si Wt% ,Si  Wt% ? ,P  Apparent Concentration (%) ,P   k ratio ,P  Wt% ,P   Wt% ? ,S  Apparent Concentration (%) ,S   k ratio ,S  Wt% ,S   Wt% ? ,Cl Apparent Concentration (%) ,Cl  k ratio ,Cl Wt% ,Cl  Wt% ? ,K  Apparent Concentration (%) ,K   k ratio ,K  Wt% ,K   Wt% ? ,Ca Apparent Concentration (%) ,Ca  k ratio ,Ca Wt% ,Ca  Wt% ? ,Mn Apparent Concentration (%) ,Mn  k ratio ,Mn Wt% ,Mn  Wt% ? ,Fe Apparent Concentration (%) ,Fe  k ratio ,Fe Wt% ,Fe  Wt% ? ,Sc Apparent Concentration (%) ,Sc  k ratio ,Sc Wt% ,Sc  Wt% ? ,Ti Apparent Concentration (%) ,Ti  k ratio ,Ti Wt% ,Ti  Wt% ? ,Co Apparent Concentration (%) ,Co  k ratio ,Co Wt% ,Co  Wt% ? ,Ni Apparent Concentration (%) ,Ni  k ratio ,Ni Wt% ,Ni  Wt% ? ,Cu Apparent Concentration (%) ,Cu  k ratio ,Cu Wt% ,Cu  Wt% ? ,Pb Apparent Concentration (%) ,Pb  k ratio ,Pb Wt% ,Pb  Wt% ? ,C  Normalized ,O  Normalized ,Na Normalized ,Mg Normalized ,Al Normalized ,Si Normalized ,P  Normalized ,S  Normalized ,Cl Normalized ,K  Normalized ,Ca Normalized ,Mn Normalized ,Fe Normalized ,Sc Normalized ,Ti Normalized ,Co Normalized ,Ni Normalized ,Cu Normalized ,Pb Normalized
9,C,0.954210767,1.355256978,0.986960059,161.71875,1.10224266,1.337584507,3.416142056,0.973234885,-0.946467493,0.974674455,321314,26.99648142,0.269964814,35.14350355,0.17670989,2.905607969,0.009777668,7.932702452,0.188637548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109264837,0.001092648,0.149294001,0.044533648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,C,15.12821653,2.427815673,3.203055629,67.5,4.388831681,7.776428657,22.75975917,2.724819438,-0.904621589,0.982478081,316764,28.14003229,0.281400323,38.13799322,0.193146837,3.895291686,0.013108054,10.18306911,0.210506003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146255572,0.001462556,0.199432229,0.046245108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,C,0.795175639,1.740042898,0.845965765,16.875,1.006205281,1.472016721,3.416142056,1.167881862,-0.71840016,1.081501611,321721,24.54724312,0.245472431,32.32636452,0.166680606,2.941244841,0.00989759,7.910746336,0.171566999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113941391,0.001139414,0.155631546,0.042243997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,C,2.643958999,2.121289813,1.409942941,81.5625,1.834773324,2.990897598,6.988889398,1.470116511,-0.597389328,0.979156783,321645,27.20876336,0.272087634,35.7391566,0.180187426,3.089637496,0.010396945,8.378400654,0.183002686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161669753,0.001616698,0.220822846,0.0453443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Ca,0.81505503,1.572152287,0.883268177,113.90625,1.018705205,1.388632085,3.337839413,1.087762496,-0.674584687,1.001612582,312342,30.48502207,0.304850221,45.97435594,0.239331066,5.290865526,0.017804302,13.68802637,0.24742363,0,0,0,0,0,0,0,0,0,0,0,0,0.187097071,0.001482569,0.193524954,0.019332876,0,0,0,0,0.239457702,0.002062834,0.241412083,0.019442097,0,0,0,0,0,0,0,0,0.558066741,0.004986243,0.569679867,0.023441181,0,0,0,0,0.081283797,0.000812838,0.104543066,0.031169498,0,0,0,0,0,0,0,0,0.153646513,0.001536465,0.209071185,0.050795707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,C,1.272281022,1.644094447,1.127954353,98.4375,1.272760193,1.854463488,4.928456477,1.519248927,-0.60780015,1.016487498,317197,23.3131811,0.233131811,30.1941365,0.159992278,2.763663977,0.009300011,7.454331964,0.167909043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,C,1.053607721,1.597139692,0.986960059,170.15625,1.158229259,1.576313084,3.794220661,1.087317457,-0.64095864,1.02427824,315056,29.55197394,0.295519739,39.07776177,0.199537328,3.503658623,0.011790169,9.435449541,0.206340593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187645119,0.001876451,0.256221951,0.049328542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,C,2.206612398,1.644094447,1.595168343,143.4375,1.676170088,2.622607416,6.943020772,1.738445224,-0.599272747,1.039637675,318356,28.3077538,0.283077538,37.3257041,0.188332947,3.431850672,0.011548528,9.212969989,0.196110248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12928379,0.001292838,0.176579319,0.046484964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,C,0.894572594,1.317074522,0.986960059,77.34375,1.067241867,1.299899947,3.337839413,0.991072497,-0.587531059,1.071821709,316603,32.70383775,0.327038378,42.25547314,0.278160558,3.35226357,0.011280709,9.257691354,0.200930494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153292366,0.001298542,0.151723169,0.017450874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145261828,0.001452618,0.198495784,0.047845423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,C,9.263796192,1.58300341,3.261611967,144.84375,3.434389559,5.163142867,18.70376136,3.005100839,-0.661979691,1.072854964,320774,28.45196724,0.284519672,37.44294643,0.188416615,3.259806708,0.010969582,8.826885372,0.193900964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17592177,0.001759218,0.240265671,0.047288387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,C,2.882511691,2.061516777,1.376387162,153.28125,1.91575778,2.837445225,6.832284113,1.288697227,-0.5911666,1.106776959,315015,27.01487243,0.270148724,36.21099591,0.182923174,3.36063318,0.011308874,8.998988569,0.186802784,0,0,0,0,0,0,0,0,0,0,0,0,0.056543289,0.000448052,0.058123376,0.015293897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142098684,0.001420987,0.194019871,0.043535331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,C,1.172884067,1.92579829,1.019744558,68.90625,1.222032068,1.963822327,4.974325103,1.678817087,-0.54347288,1.004341008,311358,29.11722362,0.291172236,37.80059814,0.187403883,3.028297983,0.010190532,8.324624598,0.185422727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165246218,0.001652462,0.225822791,0.045925501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Ca,171.8374555,1.510687145,13.81522218,116.71875,14.79155988,20.87047855,84.75813086,3.326863975,-0.489169369,0.997886164,319686,30.84349036,0.308434904,63.67999911,0.646318775,10.02670452,0.033740886,25.2340287,0.354794622,0,0,0,0,1.020692941,0.006769363,1.253881212,0.038379076,0.17266965,0.001240172,0.195344212,0.027731879,0.290479092,0.002301774,0.306747574,0.024974774,1.826783456,0.010217587,1.295874268,0.090183847,0,0,0,0,0.447186362,0.003908008,0.469400454,0.02541311,0.865654182,0.007332968,0.845883414,0.029706425,4.540462419,0.040568355,4.642190412,0.052805629,0,0,0,0,0.145111082,0.001451111,0.1856299,0.040005957,0,0,0,0,0,0,0,0,0.177550793,0.001775508,0.238356506,0.063386862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Si,49.06233691,1.274213129,7.243068902,161.71875,7.903676835,9.229213491,26.27320328,1.119613065,-0.479371238,1.020476385,324357,12.90234625,0.129023463,63.02753091,0.733978534,33.64883363,0.113231763,57.43704438,0.49072993,0,0,0,0,0,0,0,0,2.226820961,0.015993789,2.423280291,0.07286091,24.49346036,0.194087669,25.76633394,0.132445677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43240916,0.004324092,0.545430137,0.058943563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Si,110.3902581,1.375950354,11.513441,4.21875,11.85551525,15.84192322,47.35060813,1.616257338,-0.538434221,1.060613965,316147,15.01837522,0.150183752,64.21781182,0.980777945,32.30363429,0.108705029,55.79599738,0.566287665,0,0,0,0,0.965989567,0.006406563,1.208594628,0.050933904,3.823430091,0.02746118,4.326658323,0.068277237,16.51252061,0.130846217,18.15512627,0.113546429,0,0,0,0,0,0,0,0,0,0,0,0,0.709687779,0.006011774,0.722160097,0.03904131,0.78368485,0.007002108,0.810959283,0.039698006,0,0,0,0,2.189852484,0.021898525,2.751296386,0.08453147,0.111541455,0.001115415,0.139146671,0.038212736,0,0,0,0,0.25398368,0.002539837,0.335253449,0.08482968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Si,15.78423643,1.342986442,4.142551473,81.5625,4.482980482,5.563390465,18.02590679,1.638176912,-0.568086173,1.074196604,315369,31.53442442,0.315344244,68.49521399,0.559163,15.55141509,0.0523321,33.52567554,0.398758566,0,0,0,0,0.075720949,0.000502191,0.093726139,0.028043534,2.106779255,0.015131608,2.351251058,0.042693556,2.536918223,0.020102695,2.741943486,0.042341917,0,0,0,0,0,0,0,0,0,0,0,0,0.120237668,0.001018535,0.119996781,0.02182898,0,0,0,0,0,0,0,0,0.403932622,0.004039326,0.515880296,0.043386116,0.107195613,0.001071956,0.134321756,0.027551025,0,0,0,0,0.208413578,0.002084136,0.280956225,0.061285746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Ca,11.43064981,1.172408897,3.688826794,109.6875,3.81496466,4.324813355,12.48446378,1.085073117,-1.064213688,1.119043457,323602,27.70345211,0.277034521,44.69813108,0.266851415,10.35449281,0.034843925,24.36838299,0.324383634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835927114,0.04320829,4.883265868,0.05060609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20855139,0.002085514,0.280460459,0.059884711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,C,4.671656878,1.446862309,2.396903,63.28125,2.438880538,3.467988609,9.492268958,1.534826429,-1.113847895,1.120296268,309927,29.76016104,0.29760161,39.71770704,0.201896229,3.395196795,0.011425184,9.222604334,0.200727978,0,0,0,0,0,0,0,0,0,0,0,0,0.086876086,0.000688411,0.089114235,0.017046563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173721556,0.001737216,0.237268652,0.048701669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Si,2.66383839,1.267003418,1.694866365,157.5,1.841658052,2.147401478,5.841218973,1.019269988,-1.147648475,1.152759103,325501,31.08023405,0.310802341,68.82926226,0.540309073,12.21332252,0.041099079,28.18495333,0.370491878,0,0,0,0,0.464144954,0.003078267,0.562201347,0.030666435,1.116853394,0.008021622,1.236833259,0.034247857,3.483308107,0.027601946,3.689903393,0.044671496,0,0,0,0,0,0,0,0,0,0,0,0,1.22762043,0.010399188,1.227325201,0.031052972,0,0,0,0,0,0,0,0,0.173035916,0.001730359,0.221240893,0.037054237,0,0,0,0,0,0,0,0,0.172640977,0.00172641,0.232434692,0.057721394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Si,92.49880618,1.206007543,12.09636875,144.84375,10.85233329,14.58831196,81.701068,5.742612021,-1.100146581,1.156998346,310771,8.99906382,0.089990638,48.38105142,0.784997921,31.28602505,0.105280668,50.83295703,0.452957535,0,0,0,0,0,0,0,0,0.994868018,0.007145482,1.089338865,0.046312049,24.49976504,0.194137633,25.58706403,0.128705811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50022956,0.005002296,0.62710424,0.060223922,0,0,0,0,0,0,0,0,0.340372906,0.003403729,0.447388599,0.085077615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Si,1.073487112,1.266216506,1.096678236,23.90625,1.169104889,1.388632085,3.715918019,1.023588856,-1.088329456,1.165354463,322629,28.69183123,0.286918312,40.19122422,0.215813215,3.34273316,0.011248639,9.134946764,0.189233955,0,0,0,0,0,0,0,0,0,0,0,0,0.201096432,0.0015935,0.205420493,0.016853746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103272719,0.001032727,0.140846334,0.044489038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Si,18.16976335,1.499605192,4.197369801,15.46875,4.809829645,6.294397545,17.69369682,1.371128088,-1.075593672,1.195285724,309633,31.95225,0.3195225,66.18900895,0.607878389,14.33500499,0.048238754,31.59649074,0.465510553,0,0,0,0,0.168317638,0.001116304,0.210468005,0.02949498,1.134989969,0.008151885,1.278459094,0.036504917,1.935805008,0.015339437,2.075148374,0.038107278,0,0,0,0,0,0,0,0,0.10543142,0.000921376,0.112256722,0.020986293,0.190475967,0.001613524,0.189314527,0.022588018,0.705027534,0.006299316,0.720607489,0.028778592,0,0,0,0,0.756352255,0.007563523,0.965822209,0.047717031,0.080398109,0.000803981,0.100732839,0.02694453,0,0,0,0,0.173302449,0.001733024,0.233381917,0.061876944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,C,1.669868841,1.201429546,1.525617393,22.5,1.458129982,1.832921812,5.463140368,1.422304203,-1.053184619,1.19817657,324437,27.6940316,0.276940316,36.20054722,0.180189218,3.033421189,0.010207772,8.272542804,0.182572531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161320716,0.001613207,0.220392761,0.044861622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Si,4.671656878,1.51224421,2.216152614,67.5,2.438880538,3.351363959,8.2797305,1.167754637,-1.076320512,1.202192178,319193,21.65728211,0.216572821,47.15210199,0.423104269,8.626494557,0.029029036,19.46057975,0.245343545,0,0,0,0,0.430746283,0.002856763,0.527638709,0.026245418,1.048294269,0.007529207,1.174732763,0.029504314,1.530208532,0.012125465,1.645815559,0.030255818,0,0,0,0,0.223936304,0.001929124,0.233881362,0.019327026,0,0,0,0,0.257037533,0.002177368,0.256325118,0.019879115,0,0,0,0,0,0,0,0,0.846383628,0.008463836,1.083564106,0.041799073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,C,1.689748232,1.170454413,1.409942941,109.6875,1.466783648,1.650273937,4.517943855,0.961279751,-1.113004735,1.210253748,324100,31.65414035,0.316541404,42.15484858,0.207869732,3.846080229,0.012942453,10.31371504,0.213194452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241450197,0.002414502,0.329558039,0.050182181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,C,1.172884067,1.553386818,1.096678236,113.90625,1.222032068,1.703565516,4.283035926,1.244624896,-1.099340409,1.214103874,311673,26.31518543,0.263151854,34.75249708,0.183433061,3.120018542,0.010499181,8.403101563,0.189802982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156331179,0.001563312,0.213482929,0.046424157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,C,1.133125285,1.613241737,1.09505599,61.875,1.201141092,1.766590028,4.628680515,1.504619258,-1.03250861,1.123431098,319632,31.16458654,0.311645865,40.68404734,0.194983755,3.472952545,0.01168684,9.448564053,0.190280285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148990448,0.001489904,0.203576591,0.045900582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,C,0.974090158,1.149915012,1.096678236,26.71875,1.113665169,1.261086767,3.416142056,0.953372949,-1.026314266,1.126411604,312782,26.47138834,0.264713883,34.84906256,0.177526358,3.023979627,0.010176,8.191621304,0.177832844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16962958,0.001696296,0.231664232,0.044155118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Si,2.186733007,1.141465369,1.680046226,73.125,1.66860269,1.917714585,5.274101066,1.012258125,-0.968999957,1.148729272,323157,23.80865961,0.238086596,45.91587782,0.294042425,6.441468,0.021676198,15.86776525,0.248724618,0,0,0,0,0,0,0,0,0,0,0,0,1.364384405,0.010811465,1.422755979,0.028394265,0,0,0,0,0,0,0,0,0.170283637,0.001488126,0.180435297,0.018200089,0,0,0,0,0.681692827,0.006090824,0.697720191,0.024274313,0,0,0,0,0.237806118,0.002378061,0.304338988,0.03380547,0,0,0,0,0,0,0,0,0.163875578,0.001638756,0.221361988,0.049435539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,C,0.894572594,1.098410353,1.096678236,68.90625,1.067241867,1.204602728,3.337839413,0.991072497,-0.935446161,1.149681471,319924,30.97971082,0.309797108,41.14590287,0.205263426,3.918866441,0.013187386,10.44628695,0.212216075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158993376,0.001589934,0.217081187,0.049203151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Si,7.216218922,1.535981631,2.507167237,113.90625,3.031167316,3.850962822,10.60750537,1.240814775,-1.032180322,1.197877497,322457,28.90069485,0.289006948,66.88764095,0.545331463,12.5497207,0.04223109,27.98418999,0.32088866,0.595750008,0.00251425,0.65399236,0.044728941,0.248159701,0.001645826,0.307023874,0.028894452,1.43905431,0.010335779,1.610957086,0.036811057,3.492855281,0.027677597,3.749738261,0.045135073,0,0,0,0,0,0,0,0,0,0,0,0,0.286577246,0.002427599,0.286304834,0.022288418,0,0,0,0,0,0,0,0,1.060760301,0.010607603,1.352458633,0.050414575,0,0,0,0,0,0,0,0,0.21953932,0.002195393,0.295607047,0.057544711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,C,1.809024578,1.236931558,1.409942941,75.9375,1.517669803,1.744002918,4.785285801,1.007306023,-0.906999361,1.209469325,315504,26.83737874,0.268373787,35.7224226,0.187720021,2.961244434,0.00996489,8.09251368,0.190077908,0,0,0,0,0,0,0,0,0,0,0,0,0.099100056,0.000785275,0.101477536,0.016537648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132540637,0.001325406,0.181085756,0.047186937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,C,5.407194344,1.380647437,2.511856767,63.28125,2.623862356,3.467988609,10.6723734,1.676255363,-0.590586771,1.112133426,311453,29.69561219,0.296956122,39.2428875,0.198961259,3.427670524,0.011534462,9.245525301,0.211818283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16383538,0.001638354,0.22367083,0.048455063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,C,0.795175639,1.396738467,0.957648507,108.28125,1.006205281,1.337584507,3.337839413,1.114956559,-1.098612444,1.217204889,313850,26.27807558,0.262780756,32.48395324,0.165547337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045368745,0.000359505,0.0440984,0.014687194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11879385,0.001187938,0.162016088,0.044547845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,C,0.954210767,1.341635959,0.996980215,18.28125,1.10224266,1.337584507,3.559312733,1.056520966,-1.105742025,1.242420423,313572,30.01743555,0.300174356,40.15015066,0.20338418,4.084892198,0.013746079,10.75850278,0.210198946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130202947,0.001302029,0.177730795,0.048021873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,C,1.411436759,1.171570311,1.296074279,112.5,1.340558502,1.518442147,4.172299267,0.981475844,-1.144807961,1.245680622,318435,34.02421176,0.340242118,44.3317771,0.217857189,3.720502555,0.012519871,10.15153676,0.22173496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167219376,0.001672194,0.228499807,0.051532721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Si,2.286129961,1.558758169,1.458500056,29.53125,1.706104062,2.273448877,5.730482314,1.143066701,-1.141593677,1.254714479,311876,28.25702131,0.282570213,57.01819658,0.341290259,8.914252371,0.029997369,21.49389088,0.335967867,0,0,0,0,0.20872429,0.001384286,0.255735544,0.027944701,1.075401623,0.007723901,1.196570601,0.033151935,0.793430861,0.006287194,0.845966395,0.028118567,0,0,0,0,0.741678849,0.006389272,0.76187551,0.027059854,0,0,0,0,0,0,0,0,0.964034162,0.008613502,0.984109659,0.029145181,0,0,0,0,0.108778244,0.001087782,0.138591125,0.035160847,0,0,0,0,0.241732318,0.002417323,0.30908992,0.046739116,0.196732511,0.001967325,0.265608518,0.058047706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,C,0.81505503,1.220518214,0.986960059,68.90625,1.018705205,1.204602728,3.148800111,0.96804019,-1.111226106,1.282304645,318370,26.0127306,0.260127306,33.81817043,0.17393264,2.778271586,0.009349167,7.607711852,0.178250542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133349479,0.001333495,0.182231131,0.044776901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
